鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file,x,y,最近捷運站,捷運站距離(公尺),文湖線,淡水信義線,新北投支線,松山新店線,小碧潭支線,中和新蘆線,板南線,環狀線,通車日期
內湖區,房地(土地+建物),臺北市內湖區環山路二段１０９巷４號五樓,26.11,都市：其他:第三種住宅區。,,,1140121,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700128.0,96.95,4,0,4,有,無,20500000,211449,,0.0,0,陽台外推；頂樓加蓋；,RPWNMLPKMHKGFCA28DA,88.24,0.0,8.71,無,,a_lvr_land_a.csv,121.575950962294,25.084115990942,港墘,443.4498046368436,1,0,0,0,0,0,0,0,2009-07-04
南港區,房地(土地+建物)+車位,臺北市南港區重陽路１２５巷３６弄３１號二樓,41.33,住,,,1140112,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980921.0,230.56,3,2,2,有,有,46510000,220347,坡道平面,30.83,2500000,其他增建；,RPQOMLPLLHKGFDA87DA,106.79,16.17,11.96,有,144.0,a_lvr_land_a.csv,121.596417390553,25.057715803877,昆陽,902.6362108079711,0,0,0,0,0,0,1,0,2000-12-30
士林區,房地(土地+建物),臺北市士林區承德路四段５８巷１０弄７號四樓,38.28,都市：其他:第三種住宅區。,,,1140118,土地9建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680618.0,124.22,4,2,2,有,無,19110000,153840,,0.0,0,其他增建；,RPUNMLKLLHKGFEA77DA,112.08,0.0,12.14,無,,a_lvr_land_a.csv,121.522259005123,25.082194020544,劍潭,430.9086099845503,0,1,0,0,0,0,0,0,1997-03-28
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２８１巷２８號二樓,20.29,都市：其他:住宅區。,,,1140110,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980826.0,116.69,2,2,1,有,有,28000000,248902,坡道平面,14.24,2500000,其他增建；,RPWNMLRJLHKGFCA28DA,45.43,6.68,6.25,有,146.0,a_lvr_land_a.csv,121.584090041734,25.060739994543,松山,1374.0612289149494,0,0,0,1,0,0,0,0,2014-11-15
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街８７號六樓,46.16,都市：其他:第三種住宅區。,,,1140115,土地1建物1車位2,六層，見其他登記事項,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970619.0,308.81,4,2,3,有,有,39080000,154236,坡道平面,83.96,4400000,夾層；其他增建；,RPTNMLQLLHKGFCA08DA,140.92,11.19,5.92,有,147.0,a_lvr_land_a.csv,121.616926063605,25.076687990258,葫洲,1005.8510345395985,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段４８巷３８號八樓,28.71,都市：其他:第三種住宅區。,,,1140107,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930330.0,234.63,3,1,2,有,有,68600000,292375,坡道平面,0.0,0,,RPPOMLLJMHKGFCA17DA,102.7,8.77,11.81,有,,a_lvr_land_a.csv,121.538441981669,25.051835026888,南京復興,380.8699440795101,1,0,0,1,0,0,0,0,1996-03-28
中山區,房地(土地+建物),臺北市中山區林森北路１１９巷５５之２號,33.12,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1140118,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,600705.0,151.81,4,2,5,有,無,23000000,151505,,0.0,0,陽台外推；,RPTNMLQKMHKGFCA08DA,130.83,0.0,20.98,有,,a_lvr_land_a.csv,121.526954966377,25.050380004128,松江南京,570.9296809941653,0,0,0,1,0,1,0,0,2010-11-03
士林區,房地(土地+建物),臺北市士林區福華路１４７巷３１號四樓,27.0,住,,,1140118,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610713.0,81.26,3,2,1,有,無,16800000,206744,,0.0,0,陽台外推；其他增建；,RPRNMLMKLHKGFEA57DA,81.26,0.0,0.0,無,,a_lvr_land_a.csv,121.520922007747,25.102815011098,芝山,192.6085639616068,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區懷德街７５巷４號四樓,32.83,住,,,1140118,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671003.0,107.3,3,2,1,有,無,18300000,170550,,0.0,0,陽台外推；其他增建；,RPWNMLOLLHKGFEA38DA,95.58,0.0,9.36,無,,a_lvr_land_a.csv,121.519452995397,25.113664001745,石牌,446.72410571128364,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區公路１８９號,105.0,住,,,1140108,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,690417.0,167.37,4,1,4,有,無,30000000,179244,,0.0,0,,RPUNMLPKMHKGFEA28DA,125.43,13.98,27.96,無,149.0,a_lvr_land_a.csv,121.5026806,25.1323027,北投,459.22526823113975,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區安和路二段１７１巷８號二樓,14.83,住,,,1140116,土地1建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750131.0,151.55,3,2,2,有,有,48600000,320686,,0.0,0,陽台外推；其他增建；,RPVNMLLKMHKGFFA08DA,101.44,0.0,22.49,有,,a_lvr_land_a.csv,121.550337961665,25.02789898544,六張犁,510.81376979684836,1,0,0,0,0,0,0,0,1996-03-28
松山區,房地(土地+建物),臺北市松山區八德路四段２０４巷６弄９號,43.75,住,,,1140124,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640311.0,128.26,4,2,2,有,無,36000000,280680,,0.0,0,其他增建；,RPROMLLLLHKGFDA67EA,128.26,0.0,0.0,無,,a_lvr_land_a.csv,121.563764010353,25.048230004054,南京三民,382.59281280142,0,0,0,1,0,0,0,0,2014-11-15
中正區,房地(土地+建物),臺北市中正區中華路二段４８１號六樓之２,24.47,住,,,1131231,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800102.0,131.42,4,2,2,有,有,30750000,233983,,0.0,0,陽台外推；其他增建；,RPOOMLLKLHKGFAA86DA,90.38,4.0,12.17,有,,a_lvr_land_a.csv,121.511326260252,25.024385599619,中正紀念堂,1179.79474208089,0,1,0,1,0,0,0,0,1998-12-24
士林區,房地(土地+建物),臺北市士林區文林路６６１巷３９弄１０號二樓,33.75,住,,,1131230,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650630.0,99.95,3,2,2,有,無,20200000,202101,,0.0,0,陽台外推；,RPWQMLRJLHKGFEA78DA,99.95,0.0,0.0,無,,a_lvr_land_a.csv,121.521830019318,25.100093993871,芝山,231.72953943541833,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物)+車位,臺北市大安區金山南路二段１８８號三樓之３,20.29,住,,,1131208,土地4建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1080910.0,177.0,3,2,2,有,有,59400000,335574,坡道平面,0.0,0,,RPTNMLKKKIJGFFA57DA,83.38,0.0,6.26,有,150.0,a_lvr_land_a.csv,121.526002027805,25.02814998153,古亭,389.327888963074,0,0,0,1,0,1,0,0,1998-12-24
大安區,房地(土地+建物),臺北市大安區復興南路二段７８巷８弄８號,49.0,住,,,1131222,土地1建物1車位0,全,一層,透天厝,,磚造,,37.02,2,2,1,有,無,27500000,742842,,0.0,0,,RPPSMLTJMHKGFFA68DA,37.02,0.0,0.0,無,,a_lvr_land_a.csv,121.542978985954,25.030687015984,大安,338.78847405237525,1,1,0,0,0,0,0,0,1996-03-28
中山區,房地(土地+建物),臺北市中山區復興北路４３０巷３２號四樓,25.62,住,,,1131205,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700127.0,127.64,3,2,3,有,無,28500000,223284,,0.0,0,陽台外推；,RPVPMLSJMHKGFCA58DA,98.02,0.0,24.75,有,,a_lvr_land_a.csv,121.542424187782,25.063295301545,中山國中,316.0755813962962,1,0,0,0,0,0,0,0,1996-03-28
北投區,房地(土地+建物),臺北市北投區大興街２４巷５弄１號二樓,30.29,住,,,1131228,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681224.0,97.46,3,2,1,有,無,18300000,187769,,0.0,0,陽台外推；其他增建；,RPRQMLPLKHKGFEA18DA,85.23,0.0,12.23,無,152.0,a_lvr_land_a.csv,121.498858994571,25.129222993333,北投,353.0887574646921,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區復興南路二段７８巷３０弄８號五樓,21.48,住,,,1131210,土地1建物2車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760707.0,130.95000000000002,3,2,2,有,有,43880000,335090,,0.0,0,其他增建；,RPPNMLRJMHKGFFA97DA,85.4,0.86,13.14,有,,a_lvr_land_a.csv,121.542136017951,25.030664007659,大安,326.9611633621199,1,1,0,0,0,0,0,0,1996-03-28
中正區,房地(土地+建物)+車位,臺北市中正區水源路４１號十三樓,28.09,都市：其他:第三種住宅區。,,,1131231,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911202.0,162.41,3,1,2,有,有,14000000,86202,坡道平面,41.71,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKMHKGFAA07EA,79.72,0.0,6.85,有,,a_lvr_land_a.csv,121.523923399636,25.019055993771,台電大樓,473.0766368672276,0,0,0,1,0,0,0,0,1999-11-11
信義區,房地(土地+建物)+車位,臺北市信義區松智路３５號十一樓,40.39,住,,,1131201,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870501.0,164.16,3,2,2,有,有,51680000,314815,坡道平面,0.0,0,,RPOPMLSKLHKGFDA97DA,82.09,2.05,11.2,有,,a_lvr_land_a.csv,121.565511972441,25.029908001902,象山,516.8044925239177,0,1,0,0,0,0,0,0,2013-11-24
大安區,房地(土地+建物),臺北市大安區信義路三段１４７巷１７弄１６號四樓,39.8,住,,,1131204,土地1建物1車位0,四層，陽臺,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,640627.0,137.55,3,2,3,有,無,43590000,316903,,0.0,0,陽台外推；其他增建；,RPSNMLSLLHKGFFA48DA,137.55,0.0,0.0,無,,a_lvr_land_a.csv,121.542921989012,25.035315000003,大安,211.92897040692569,1,1,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物)+車位,臺北市士林區基河路２４２號十二樓,54.32,住,,,1131230,土地1建物1車位2,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961025.0,261.13,4,2,2,有,有,58200000,222877,坡道平面,25.94,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLKMHKGFEA57EA,124.03,10.1,12.74,有,,a_lvr_land_a.csv,121.521199029647,25.091342993589,士林,569.9361313734743,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區新生南路一段１４３巷１２號,51.0,都市：其他:第三種住宅區。,,,1131217,土地1建物1車位0,一層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600615.0,125.02,4,2,3,有,無,48500000,387938,,0.0,0,地下室、壹樓空地其他增建；,RPPNMLLKMHKGFFA57EA,125.02,0.0,0.0,無,,a_lvr_land_a.csv,121.533827037333,25.036072011588,大安森林公園,271.6925475520502,0,1,0,0,0,0,0,0,2013-11-24
信義區,房地(土地+建物),臺北市信義區吳興街６００巷１００弄１８之１號五樓,13.82,住,,,1131222,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030108.0,82.11,2,1,2,有,有,17380000,211667,,0.0,0,夾層；其他增建；,RPUNMLTJMHKGFDA48DA,39.8,10.72,3.89,有,154.0,a_lvr_land_a.csv,121.572149014833,25.017565020834,麟光,1369.0452387034238,1,0,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物),臺北市士林區雨聲街１５巷３號四樓,36.8,住,,,1131209,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711202.0,107.63,3,2,2,有,無,21880000,203289,,0.0,0,陽台外推；其他增建；,RPOOMLKLLHKGFEA27DA,84.17,0.0,12.1,無,155.0,a_lvr_land_a.csv,121.529112971169,25.101083980455,芝山,660.9025513072675,0,1,0,0,0,0,0,0,1997-03-28
文山區,房地(土地+建物),臺北市文山區萬美街二段２巷７之４號,65.8,都市：其他:第貳類住宅用地(萬芳社區特定專用區)。,,,1131226,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720916.0,101.32,2,2,1,有,有,12000000,118437,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLLKMHKGFAA47DA,71.02,6.38,0.0,有,,a_lvr_land_a.csv,121.562943648454,25.003522576755,辛亥,622.6836392823452,1,0,0,0,0,0,0,0,1996-03-28
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路６１巷７號十三樓,153.43,住,,,1131230,土地1建物1車位2,十三層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841220.0,299.39,3,2,2,有,有,30000000,100200,坡道平面,82.74,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKMHKGFAA37DA,248.16,0.98,17.57,有,,a_lvr_land_a.csv,121.590484657288,24.986900386081,動物園,1653.8943808022623,1,0,0,0,0,0,0,0,1996-03-28
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２５６號三樓之１,19.51,都市：其他:第二之一種住宅區(依都市計畫說明書圖規定辦理)。,,,1131225,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971128.0,86.12,4,1,1,有,有,21500000,252016,塔式車位,6.76,1500000,夾層；,RPOOMLLKMHKGFCA17DA,44.24,5.48,6.56,有,156.0,a_lvr_land_a.csv,121.602085987852,25.068045996627,葫洲,780.6341855259184,1,0,0,0,0,0,0,0,2009-07-04
信義區,房地(土地+建物),臺北市信義區吳興街２８４巷２０弄２３號四樓,26.0,住,,,1131213,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620625.0,80.12,3,2,1,有,無,16350000,204069,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQOMLKLLHKGFDA37DA,69.3,0.0,10.82,無,,a_lvr_land_a.csv,121.563210972381,25.0251920079,麟光,871.8365420283684,1,0,0,0,0,0,0,0,1996-03-28
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街１１３號十一樓之１,14.2,都市：其他:第三種住宅區。,,,1131229,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960709.0,91.34,1,1,1,有,有,16450000,266781,坡道平面,39.06,2500000,陽台外推；,RPSQMLOKMHKGFCA08DA,37.66,0.78,4.25,有,,a_lvr_land_a.csv,121.616952969514,25.067223983382,東湖,609.7680555082318,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷１８弄２３號八樓,20.59,都市：其他:第三種住宅區。,,,1131110,土地3建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020625.0,168.85000000000002,3,2,2,有,有,34000000,201362,坡道平面,41.51,0,,RPPPMLRKLHKGFCA87DA,83.62,0.0,12.78,有,,a_lvr_land_a.csv,121.617930969977,25.07095698969,東湖,822.8999707117122,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區新明路４６０巷１８弄５號四樓,27.5,都市：其他:第三種住宅區。,,,1131130,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671108.0,81.13,3,2,1,有,無,13500000,166400,,0.0,0,陽台外推；頂樓加蓋；夾層；其他增建；,RPQPMLLMLHKGFCA57DA,68.64,0.0,12.49,無,,a_lvr_land_a.csv,121.57829898483,25.054230985723,松山,469.4188878591808,0,0,0,1,0,0,0,0,2014-11-15
信義區,房地(土地+建物),臺北市信義區松德路２５巷１４號十三樓,13.47,住,,,1131117,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740620.0,119.44,3,2,2,有,有,30750000,257451,,0.0,0,陽台外推；,RPUOMLNLJHKGFDA87DA,89.48,0.0,9.92,有,,a_lvr_land_a.csv,121.576972967748,25.038699989691,永春,316.1827104799866,0,0,0,0,0,0,1,0,2000-12-30
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段２３２巷７弄８之３號四樓,38.16,住,,,1131010,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960215.0,239.08,4,2,2,有,有,38580000,180608,坡道平面,39.31,2500000,陽台外推；其他增建；,RPPNMLRJLHKGFAA37DA,116.69,13.15,12.11,有,,a_lvr_land_a.csv,121.558713997509,24.981691020067,七張,1742.5404039295495,0,0,0,1,0,0,0,0,1999-11-11
大安區,房地(土地+建物),臺北市大安區仁愛路四段２６６巷１２號七樓,28.05,住,,,1131006,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690922.0,128.11,3,2,2,有,有,37500000,292717,,0.0,0,陽台外推；其他增建；,RPPNMLOKMHKGFFA87EA,92.75,0.0,13.29,有,,a_lvr_land_a.csv,121.552830991127,25.036898006237,信義安和,392.19715853128935,0,1,0,0,0,0,0,0,2013-11-24
中山區,房地(土地+建物),臺北市中山區民族東路４２０號,37.8,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之壹種住宅區)。,,,1131027,土地1建物1車位0,一層，地下層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,711029.0,158.36,2,2,1,有,無,34000000,214701,,0.0,0,其他增建；,RPUOMLSJMHKGFCA38DA,147.81,10.55,0.0,無,,a_lvr_land_a.csv,121.538818963589,25.067995998574,中山國中,951.6984094387008,1,0,0,0,0,0,0,0,1996-03-28
文山區,房地(土地+建物)+車位,臺北市文山區樟新街３２巷１號七樓,15.94,住,,,1130902,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831221.0,105.68,2,2,1,有,有,18400000,174111,坡道平面,0.0,2500000,依建物謄本標示部，車位面積無法概算陽台外推；其他增建；,RPWNMLRJLHKGFAA08DA,63.06,3.05,6.5,有,,a_lvr_land_a.csv,121.554828985387,24.978499987618,七張,1246.8433838379158,0,0,0,1,0,0,0,0,1999-11-11
萬華區,房地(土地+建物),臺北市萬華區長泰街２４５號三樓,28.0,住,,,1130912,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580425.0,75.94,2,2,1,有,無,8000000,105346,,0.0,0,,RPPNMLOKMHKGFBA47EA,75.94,0.0,0.0,無,,a_lvr_land_a.csv,121.494552037443,25.021407997711,龍山寺,1643.574771266764,0,0,0,0,0,0,1,0,1999-12-24
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段８１巷１６弄１６號十一樓,17.21,住,,,1121218,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131220.0,126.53,2,1,2,有,有,29550000,306727,坡道平面,38.83,2650000,預售屋、或土地及建物分件登記案件；,RPXNMLRJMHKGFEA68DA,51.62,0.0,7.39,有,,a_lvr_land_a.csv,121.530113326115,25.122017286115,石牌,1689.1367235971777,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物),臺北市士林區中山北路七段８１巷１６弄２０號九樓,12.09,住,,,1120815,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131220.0,61.58,1,1,1,有,有,18570000,301559,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPOMLRJMHKGFEA97DA,38.66,0.0,2.78,有,,a_lvr_land_a.csv,121.530113326115,25.122017286115,石牌,1689.1367235971777,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段８１巷１６弄１６號十二樓,17.21,住,,,1110104,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131220.0,126.53,1,1,1,有,有,29500000,306727,坡道平面,38.83,2600000,預售屋、或土地及建物分件登記案件；,RPWNMLRJMHKGFEA58DA,51.62,0.0,7.39,有,,a_lvr_land_a.csv,121.530113326115,25.122017286115,石牌,1689.1367235971777,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物)+車位,臺北市大安區金華街１６２號五樓之１,22.28,住,,,1100808,土地2建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131029.0,155.44,3,2,2,有,有,52450000,428127,坡道平面,39.82,2950000,因建物登記面積減少，買賣金額減少142176元，找補後總價52307824元正。預售屋、或土地及建物分件登記案件；,RPXNMLRJLHKGFFA78EA,66.51,0.0,8.67,有,,a_lvr_land_a.csv,121.530257017133,25.029632991659,東門,552.304503818083,0,1,0,0,0,1,0,0,2012-09-30
大安區,房地(土地+建物)+車位,臺北市大安區金華街１６２號四樓之１,22.28,住,,,1100730,土地2建物1車位2,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131029.0,195.26,3,2,2,有,有,55100000,425532,升降平面,79.64,5900000,因建物登記面積減少，買賣金額減少141311元，找補後總價54958689元正。預售屋、或土地及建物分件登記案件；,RPWNMLRJLHKGFFA68EA,66.51,0.0,8.67,有,,a_lvr_land_a.csv,121.530257017133,25.029632991659,東門,552.304503818083,0,1,0,0,0,1,0,0,2012-09-30
南港區,房地(土地+建物)+車位,臺北市南港區興南街１３０號七樓,22.58,住,,,1100503,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130712.0,139.32,3,2,2,有,有,28060000,261170,升降平面,41.07,2400000,預售屋、或土地及建物分件登記案件；,RPTNMLKKMHKGFDA57DA,56.66,0.0,5.29,有,,a_lvr_land_a.csv,121.599226957598,25.055147823995,南港,803.3649043198246,0,0,0,0,0,0,1,0,2008-12-15
北投區,房地(土地+建物)+車位,臺北市北投區大業路３８６號十三樓,13.71,住,,,1100221,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131231.0,155.7,3,2,2,有,有,27700000,207415,坡道平面,33.24,2300000,原買方紀OO與新買方李OO於110.10.4 簽立權利義務移轉證明更名轉讓轉售金額2800萬車位250萬預售屋、或土地及建物分件登記案件；,RPVNMLLKMHKGFEA97DA,74.61,0.0,6.27,有,,a_lvr_land_a.csv,121.497284034964,25.129790993002,北投,294.23849702749914,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物)+車位,臺北市北投區大業路３９２號四樓,14.74,住,,,1100224,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131231.0,164.8,3,2,2,有,有,29880000,206598,坡道平面,33.24,2700000,原買方劉OO與新買方楊OO於113.5.24 簽立權利義務移轉證明更名轉讓總價款不變預售屋、或土地及建物分件登記案件；,RPSNMLRLLHKGFEA28DA,80.12,0.0,6.77,有,,a_lvr_land_a.csv,121.497209016931,25.129939017412,北投,280.87562015846663,0,1,0,0,0,0,0,0,1997-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷２２號三樓,22.8,住,,,1090502,土地2建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,156.86,3,2,2,有,無,28880000,219091,坡道平面,36.91,2600000,預售屋、或土地及建物分件登記案件；,RPTOMLLLLHKGFDA87EA,71.21,0.0,9.06,有,,a_lvr_land_a.csv,121.569241075413,25.021504891758,麟光,1120.7051429478106,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷２２號十三樓,22.8,住,,,1090515,土地2建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,156.91,3,2,2,有,無,31380000,239833,坡道平面,36.91,2600000,113.5.28換約取得總價3388萬元預售屋、或土地及建物分件登記案件；,RPVOMLLLLHKGFDA08EA,71.21,0.0,9.06,有,,a_lvr_land_a.csv,121.569241075413,25.021504891758,麟光,1120.7051429478106,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷３２號三樓,26.98,住,,,1090519,土地2建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,180.28,3,2,2,有,無,34620000,223338,坡道平面,36.91,2600000,預售屋、或土地及建物分件登記案件；,RPWOMLLLLHKGFDA18EA,84.34,0.0,11.55,有,,a_lvr_land_a.csv,121.569363037855,25.021052018283,麟光,1118.9110691764542,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷３２號五樓,26.98,住,,,1090510,土地2建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,180.28,3,2,2,有,無,35170000,226477,坡道平面,36.91,2700000,預售屋、或土地及建物分件登記案件；,RPXOMLLLLHKGFDA28EA,84.34,0.0,11.55,有,,a_lvr_land_a.csv,121.569363037855,25.021052018283,麟光,1118.9110691764542,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷３２號十一樓,27.13,住,,,1090502,土地2建物1車位2,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,217.18,3,2,2,有,無,39600000,237165,坡道平面,73.82,5600000,預售屋、或土地及建物分件登記案件；,RPXPMLLLLHKGFDA38EA,84.34,0.0,11.55,有,,a_lvr_land_a.csv,121.569363037855,25.021052018283,麟光,1118.9110691764542,1,0,0,0,0,0,0,0,1996-03-28
信義區,房地(土地+建物)+車位,臺北市信義區吳興街６００巷２２號九樓,22.8,住,,,1090430,土地2建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131126.0,156.86,3,2,2,有,無,31030000,235348,坡道平面,36.91,2800000,110.2.24辦理換約讓渡予配偶預售屋、或土地及建物分件登記案件；,RPUOMLLLLHKGFDA97EA,71.21,0.0,9.06,有,,a_lvr_land_a.csv,121.569241075413,25.021504891758,麟光,1120.7051429478106,1,0,0,0,0,0,0,0,1996-03-28
