鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file,x,y,最近捷運站,捷運站距離(公尺),文湖線,淡水信義線,新北投支線,松山新店線,小碧潭支線,中和新蘆線,板南線,環狀線,通車日期
北投區,房地(土地+建物),臺北市北投區大同街１２５巷１６號四樓,28.88,都市：其他:第三種住宅區。,,,1140306,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670605.0,73.4,2,2,1,有,無,9000000,122616,,0.0,0,頂樓加蓋:2房1廳1衛頂樓加蓋；,RPUNMLKKMHKGFEA87EA,61.49,0.0,11.91,無,,a_lvr_land_a.csv,121.498076963005,25.134865983918,北投,282.3648111263346,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區立農街二段２６６號三樓之１,13.92,住,,,1140331,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850309.0,59.32,2,1,1,有,有,15200000,256237,,0.0,0,露台、內梯、鐵鋁窗增建陽台外推；夾層；其他增建；,RPVNMLKKMHKGFEA97EA,30.92,4.91,4.99,有,31.0,a_lvr_land_a.csv,121.515433034634,25.118643983788,石牌,409.66789893347766,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區溫泉路６８之９號四樓,26.75,住,,,1140327,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620519.0,79.21,3,1,1,有,無,9100000,114884,,0.0,0,,RPRNMLLKMHKGFEA67EA,79.21,0.0,0.0,無,,a_lvr_land_a.csv,121.504590037048,25.134899008616,新北投,253.85868746739249,0,0,1,0,0,0,0,0,1997-03-28
文山區,房地(土地+建物),臺北市文山區興隆路一段７０巷１１弄２３之１號三樓,29.75,住,,,1140310,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641017.0,80.79,3,2,1,有,無,16000000,198044,,0.0,0,增建項目：前後陽台外推其他增建；,RPOOMLRLLHKGFAA57DA,80.79,0.0,0.0,無,,a_lvr_land_a.csv,121.540745963129,25.002052003984,萬隆,201.39057330773412,0,0,0,1,0,0,0,0,1999-11-11
中正區,房地(土地+建物),臺北市中正區西藏路１２號四樓,0.06,都市：其他:第三之一種住宅區。,,,1140326,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650922.0,3.46,0,0,0,無,無,630000,182081,,0.0,0,頂樓加蓋；包含公共設施保留地用地；,RPQOMLLKMHKGFAA17DA,3.46,0.0,0.0,無,35.0,a_lvr_land_a.csv,121.507033168878,25.030755649474,小南門,688.2608552567918,0,0,0,1,0,0,0,0,2000-08-31
內湖區,房地(土地+建物),臺北市內湖區東湖路１１３巷４９弄４５號四樓,36.0,都市：其他:第三種住宅區。,,,1140329,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740819.0,125.71,6,0,6,有,無,19500000,155119,,0.0,0,陽台外推；,RPWNMLLKMHKGFCA87DA,107.49,0.0,7.78,無,,a_lvr_land_a.csv,121.614980959154,25.069444014257,東湖,481.559659369747,1,0,0,0,0,0,0,0,2009-07-04
信義區,房地(土地+建物),臺北市信義區松山路２６８號,13.51,住,,,1140321,土地2建物1車位0,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730608.0,87.97,1,0,1,有,有,38000000,431965,,0.0,0,,RPQNMLOLLHKGFDA67DA,58.13,6.22,0.0,有,,a_lvr_land_a.csv,121.577311009903,25.043702016139,永春,373.26296224452886,0,0,0,0,0,0,1,0,2000-12-30
信義區,房地(土地+建物),臺北市信義區吳興街２８４巷１３弄５號四樓,11.43,住,,,1140321,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821123.0,62.35,2,1,1,有,有,16000000,256616,,0.0,0,,RPSNMLSJMHKGFDA18DA,42.0,0.35,5.04,有,,a_lvr_land_a.csv,121.563936007006,25.024583020725,麟光,858.982440350678,1,0,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物),臺北市士林區忠誠路二段１１８巷２號六樓,25.31,住,,,1140302,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750321.0,138.78,3,2,2,有,無,35580000,256377,,0.0,0,其他增建；,RPPOMLSKLHKGFEA08DA,116.36,0.0,12.6,有,,a_lvr_land_a.csv,121.53148303811,25.113747988415,明德,1336.430306974423,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段７４６號八樓之２,12.64,住,,,1140315,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1130904.0,156.03,3,2,2,有,有,39500000,253173,坡道平面,46.18,0,,RPTNMLKLLHKGFEA67DA,65.3,5.5,4.64,有,,a_lvr_land_a.csv,121.52717800882,25.099240003666,芝山,553.6462425329084,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區石仙路４２之１號四樓,26.35,住,,,1140312,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710924.0,84.23,3,2,1,有,無,7580000,89992,,0.0,0,,RPQNMLLJMHKGFEA37DA,77.99,0.0,6.24,無,,a_lvr_land_a.csv,121.489024004661,25.143258993115,復興崗,720.7575253301898,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物)+車位,臺北市北投區幽雅路７號十一樓之６,8.1,,,,1140303,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980205.0,72.03,1,0,1,有,有,8150000,142418,坡道機械,23.23,1200000,陽台外推；,RPTNMLLKMHKGFEA77DA,24.92,1.13,4.76,有,42.0,a_lvr_land_a.csv,121.513110995997,25.137295981467,新北投,965.754851328303,0,0,1,0,0,0,0,0,1997-03-28
萬華區,房地(土地+建物),臺北市萬華區中華路二段４１６巷１號八樓之３,26.55,住,,,1140313,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760316.0,121.95,4,1,2,有,有,6440000,52809,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPOMLMLJHKGFBA17EA,85.59,0.0,9.24,有,,a_lvr_land_a.csv,121.505143997029,25.027187990503,龍山寺,1082.0723391318218,0,0,0,0,0,0,1,0,1999-12-24
中山區,房地(土地+建物),臺北市中山區農安街２７３號四樓,9.14,住,,,1140319,土地2建物1車位0,四層，通道,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720803.0,64.71,3,2,2,有,有,9800000,151468,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLKKMHKGFCA97EA,51.73,0.0,4.7,有,,a_lvr_land_a.csv,121.53618201685,25.064815988329,行天宮,810.6314768521346,0,0,0,0,0,1,0,0,2010-11-03
內湖區,房地(土地+建物),臺北市內湖區東湖路１１３巷６８號三樓,18.71,都市：其他:第三種住宅區。,,,1140304,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830516.0,68.99000000000001,2,2,1,有,有,16000000,231918,,0.0,0,,RPWNMLLKMHKGFCA97EA,47.25,4.43,3.06,有,,a_lvr_land_a.csv,121.615828034289,25.071172991335,東湖,665.3597910395481,1,0,0,0,0,0,0,0,2009-07-04
中正區,房地(土地+建物),臺北市中正區和平西路二段１２１號三樓之２,14.85,住,,,1140331,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,780627.0,120.31,3,2,2,有,有,28500000,236888,,0.0,0,陽台外推；其他增建；,RPSNMLMJMHKGFAA27DA,84.94,0.0,12.38,有,46.0,a_lvr_land_a.csv,121.506358031885,25.032792005238,小南門,530.021366029968,0,0,0,1,0,0,0,0,2000-08-31
文山區,房地(土地+建物),臺北市文山區羅斯福路六段２７６巷１３號二樓,13.67,都市：其他:第三種住宅區。,,,1140328,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630919.0,39.33,3,2,2,有,無,4000000,101704,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLPKMHKGFAA87DA,39.33,0.0,0.0,無,,a_lvr_land_a.csv,121.53919799325,24.99146599555,景美,167.93759909699278,0,0,0,1,0,0,0,0,1999-11-11
內湖區,房地(土地+建物),臺北市內湖區安康路３４３號,34.3,都市：其他:第三種住宅區。,,,1140324,土地1建物2車位0,一層，地下層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,791002.0,229.32,1,1,1,有,無,55000000,239840,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLRLLHKGFCA18DA,215.94,8.2,0.0,無,,a_lvr_land_a.csv,121.615603986017,25.067919010794,東湖,480.7845032757981,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區金莊路８６號十一樓之２,40.3,都市：其他:辦公服務區(一)(不得作住宅使用)。,,,1140321,土地2建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,990512.0,263.89,4,2,2,有,有,43900000,205810,坡道平面,69.06,3800000,,RPRQMLTJMHKGFCA38DA,115.85,14.54,7.61,有,,a_lvr_land_a.csv,121.587411035591,25.063366799179,昆陽,1546.4772140221155,0,0,0,0,0,0,1,0,2000-12-30
中山區,房地(土地+建物),臺北市中山區長安東路一段５３巷１之３號地下,43.89,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1140319,土地1建物1車位0,地下層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,670502.0,180.96,0,0,0,無,有,7800000,43103,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOKMHKGFCA28DA,180.96,0.0,0.0,有,,a_lvr_land_a.csv,121.526645003598,25.048973017861,善導寺,565.614501168359,0,0,0,0,0,0,1,0,1999-12-24
松山區,房地(土地+建物),臺北市松山區新東街１６巷４１號三樓,20.85,都市：其他:住宅用地(民生社區特定專用區)。,,,1140301,土地1建物1車位0,三層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641223.0,72.19,2,2,1,有,無,18550000,256961,,0.0,0,,RPVNMLKKLHKGFDA67DA,72.19,0.0,0.0,無,52.0,a_lvr_land_a.csv,121.568466006577,25.058276008376,南京三民,909.2262679047172,0,0,0,1,0,0,0,0,2014-11-15
南港區,房地(土地+建物),臺北市南港區研究院路三段８６巷２７弄３號,36.56,都市：其他:第二種住宅區。,,,1140323,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680731.0,92.36,3,2,1,有,無,15880000,171936,,0.0,0,其他增建；,RPWNMLLJMHKGFDA87DA,75.57,16.79,0.0,無,,a_lvr_land_a.csv,121.613257975137,25.035384988894,南港,1964.7197896186801,0,0,0,0,0,0,1,0,2008-12-15
北投區,房地(土地+建物),臺北市北投區中和街４９３巷１６弄１２號三樓,25.54,住,,,1140302,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750930.0,87.51,2,2,1,有,無,9500000,108559,,0.0,0,其他增建；,RPTOMLNKLHKGFEA97DA,79.84,0.0,7.67,無,,a_lvr_land_a.csv,121.494059013898,25.144277017165,復興崗,1139.7755825467366,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物),臺北市士林區東山路１３０巷６號五樓,28.83,住,,,1140315,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731218.0,118.94,3,2,2,有,無,18000000,151337,,0.0,0,陽台加窗、頂樓加蓋遮雨鐵棚。其他增建；,RPPNMLPKLHKGFEA67DA,98.99,0.0,11.87,無,,a_lvr_land_a.csv,121.539140996309,25.112485003244,芝山,2027.109458372894,0,1,0,0,0,0,0,0,1997-03-28
士林區,房地(土地+建物)+車位,臺北市士林區天玉街２７巷２１號五樓,21.73,住,,,1140310,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131001.0,183.72,3,1,2,有,有,35000000,190507,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLKMHKGFEA57DA,86.88,5.02,7.44,有,,a_lvr_land_a.csv,121.528026005965,25.121440982968,石牌,1473.8291698336568,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區信義路三段１３４巷１００號十樓,29.22,住,,,1140309,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750415.0,146.85,3,2,2,有,有,45500000,309861,,0.0,0,陽台外推；其他增建；,RPVNMLPLLHKGFFA48DA,106.46,0.55,13.23,有,53.0,a_lvr_land_a.csv,121.538962964685,25.028947980622,科技大樓,564.0912147964167,1,0,0,0,0,0,0,0,1996-03-28
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１２６之１０號,2.01,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第肆種住宅區及第貳種商業區)。,,,1140326,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,581022.0,18.09,3,2,2,有,有,2200000,121614,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKMHKGFFA38DA,18.09,0.0,0.0,有,54.0,a_lvr_land_a.csv,121.547662793448,25.041086401344,忠孝敦化,300.1139366596122,0,0,0,0,0,0,1,0,1999-12-24
內湖區,房地(土地+建物),臺北市內湖區新明路２４６巷３弄１４號,6.89,都市：其他:第參種工業區(不得作住宅使用)。,,,1140326,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,701202.0,18.55,0,0,0,無,無,2800000,150943,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLKMHKGFCA67EA,15.63,2.92,0.0,無,,a_lvr_land_a.csv,121.583958026759,25.057329984874,松山,1059.171578454992,0,0,0,1,0,0,0,0,2014-11-15
文山區,房地(土地+建物),臺北市文山區興隆路三段１８５巷９弄９號三樓,28.34,住,,,1140302,土地7建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720823.0,92.7,3,2,2,有,有,9750000,105178,,0.0,0,陽台外推；其他增建；,RPTNMLSKLHKGFAA97DA,69.29,0.0,14.92,無,,a_lvr_land_a.csv,121.561913034675,24.995835984589,萬芳醫院,576.7832126252209,1,0,0,0,0,0,0,0,1996-03-28
文山區,房地(土地+建物),臺北市文山區萬隆街１７之１號四樓,36.69,住,,,1140330,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631206.0,106.63,5,4,3,有,無,17500000,164119,,0.0,0,頂樓加蓋；其他增建；,RPPOMLLJMHKGFAA96DA,106.63,0.0,0.0,無,,a_lvr_land_a.csv,121.538368371261,25.000190198373,萬隆,141.24507735982507,0,0,0,1,0,0,0,0,1999-11-11
萬華區,房地(土地+建物),臺北市萬華區青年路６８巷３弄９號十樓,26.22,住,,,1140323,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711027.0,111.82,3,2,2,有,有,22800000,203899,,0.0,0,陽台外推；其他增建；,RPPOMLSJMHKGFBA77DA,76.34,0.0,9.72,有,,a_lvr_land_a.csv,121.502104970395,25.024326995492,龍山寺,1267.4384172073528,0,0,0,0,0,0,1,0,1999-12-24
中正區,房地(土地+建物)+車位,臺北市中正區杭州南路一段７１巷１６號十樓,32.86,住,,,1140317,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120328.0,253.68,3,1,2,有,有,105230000,414814,坡道平面,0.0,0,政府機關標讓售；,RPRNMLQKMHKGFBA77DA,118.96,10.53,11.39,有,,a_lvr_land_a.csv,121.526930994134,25.039342001564,東門,586.4079867693217,0,1,0,0,0,1,0,0,2012-09-30
中山區,房地(土地+建物),臺北市中山區新生北路二段７７巷１之１號三樓,25.88,都市：其他:第三種住宅區。,,,1140308,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660905.0,70.37,2,1,1,有,無,15800000,224527,,0.0,0,天井增建陽台外推；其他增建；,RPOPMLLKMHKGFCA27DA,60.52,0.0,9.85,無,,a_lvr_land_a.csv,121.52808006924,25.056903304093,行天宮,517.7582150520142,0,0,0,0,0,1,0,0,2010-11-03
內湖區,房地(土地+建物),臺北市內湖區康寧路一段１５６巷２０弄２０號二樓,43.5,都市：其他:第二種住宅區。,,,1140313,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661229.0,84.68,3,1,1,有,無,6510000,76878,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLLKMHKGFCA57DA,73.07,0.0,11.61,無,,a_lvr_land_a.csv,121.594318981094,25.078139987345,內湖,623.2718107170932,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物),臺北市中山區八德路二段８２號四樓,16.12,都市：其他:第三之一種住宅區(特)。,,,1140327,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640326.0,47.95,2,1,1,有,無,9800000,204380,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPSOMLOKMHKGFCA87DA,43.95,0.0,4.0,無,,a_lvr_land_a.csv,121.535697961941,25.045536018464,忠孝新生,528.8364841419146,0,0,0,0,0,1,1,0,1999-12-24
中山區,房地(土地+建物),臺北市中山區建國北路一段２３巷５３號二樓之２,12.1,都市：其他:第三種住宅區。,,,1140326,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830304.0,36.17,1,1,1,有,無,10260000,283660,,0.0,0,,RPVPMLOKMHKGFCA28DA,23.3,0.0,0.0,有,59.0,a_lvr_land_a.csv,121.53988103454,25.047354011353,南京復興,628.0423316118165,1,0,0,1,0,0,0,0,1996-03-28
中山區,房地(土地+建物),臺北市中山區新生北路三段６１號四樓之２８,5.81,都市：其他:第三之二種住宅區(依都市計畫說明書圖規定辦理)及第三種住宅區。,,,1140329,土地4建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650907.0,40.45,1,1,1,有,有,9930000,245488,,0.0,0,陽台外推；,RPXPMLOKMHKGFCA48DA,30.24,0.0,4.53,有,60.0,a_lvr_land_a.csv,121.528077973764,25.065979019304,中山國小,402.14956361649337,0,0,0,0,0,1,0,0,2010-11-03
內湖區,房地(土地+建物),臺北市內湖區康寧路三段９９巷３９弄１９號二樓之２,34.69,都市：其他:第三種住宅區。,,,1140301,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840508.0,128.56,3,2,2,有,有,25750000,200296,,0.0,0,,RPRQMLOKMHKGFCA97DA,82.71,1.14,11.06,有,,a_lvr_land_a.csv,121.610829989245,25.073503998608,葫洲,299.32069435661685,1,0,0,0,0,0,0,0,2009-07-04
松山區,房地(土地+建物),臺北市松山區三民路１０１巷１１號二樓,28.25,都市：其他:住宅用地(民生社區特定專用區)。,,,1140314,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630614.0,78.45,3,2,1,有,無,21800000,277884,,0.0,0,,RPRNMLPKLHKGFDA77DA,78.45,0.0,0.0,無,61.0,a_lvr_land_a.csv,121.562858010439,25.05728099265,南京三民,628.988870203246,0,0,0,1,0,0,0,0,2014-11-15
南港區,房地(土地+建物)+車位,臺北市南港區三重路４１巷２７號十二樓,16.46,住,,,1140310,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111129.0,114.38,2,2,1,有,有,32000000,322928,坡道機械,21.48,2000000,,RPUOMLQLLHKGFDA38DA,55.1,0.0,4.86,有,62.0,a_lvr_land_a.csv,121.612440548747,25.059964471913,南港軟體園區,347.6633560950711,1,0,0,0,0,0,0,0,2009-07-04
松山區,房地(土地+建物),臺北市松山區健康路１８９號,15.77,住,,,1140309,土地2建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,811028.0,84.42,0,1,1,有,有,28000000,331675,,0.0,0,其他增建；,RPPNMLOKMHKGFDA57DA,62.94,0.0,0.0,有,,a_lvr_land_a.csv,121.561803986114,25.054254999875,南京三民,323.82668905200757,0,0,0,1,0,0,0,0,2014-11-15
士林區,房地(土地+建物),臺北市士林區大南路４２８巷３６號,36.0,住,,,1140316,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,560201.0,52.62,2,1,1,有,無,10750000,204295,,0.0,0,,RPTNMLSLLHKGFEA48DA,52.62,0.0,0.0,無,,a_lvr_land_a.csv,121.517309994212,25.089643981815,劍潭,943.6941315060634,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區懷德街１１巷１６號四樓,46.5,住,,,1140312,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661008.0,97.6,3,2,1,有,無,21000000,215164,,0.0,0,頂樓加蓋；,RPUNMLLKMHKGFEA87DA,86.98,0.0,10.62,無,,a_lvr_land_a.csv,121.518680016286,25.111954009678,明德,299.1497540993338,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區羅斯福路二段１１７巷６之１號,28.67,住,,,1140315,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,73.95,3,2,2,有,無,19000000,256930,,0.0,0,,RPTNMLRJMHKGFFA38DA,73.95,0.0,0.0,無,,a_lvr_land_a.csv,121.525034001807,25.024547984369,古亭,261.41100164420345,0,0,0,1,0,1,0,0,1998-12-24
大安區,房地(土地+建物),臺北市大安區敦化南路一段１９０巷５號三樓,39.25,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1140306,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,加強磚造,,94.11,3,1,1,有,無,41000000,435660,,0.0,0,具重建或重劃、都更等效益；,RPQNMLLKMHKGFFA57DA,94.11,0.0,0.0,無,,a_lvr_land_a.csv,121.548297974071,25.042710017898,忠孝敦化,258.579245912948,0,0,0,0,0,0,1,0,1999-12-24
萬華區,房地(土地+建物),臺北市萬華區西藏路２５４號三樓,29.8,住,,,1140303,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670106.0,97.83,3,2,2,有,無,8800000,89952,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKMHKGFBA57EA,91.71,0.0,6.12,無,,a_lvr_land_a.csv,121.501657963498,25.029760019402,龍山寺,671.6158554507017,0,0,0,0,0,0,1,0,1999-12-24
北投區,房地(土地+建物),臺北市北投區行義路１５４巷９號地下一層,22.33,都市：其他:第二種住宅區。,,,1140305,土地2建物1車位0,地下一層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,700921.0,124.28,3,2,2,有,有,10000000,80463,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKMHKGFEA97EA,117.0,0.0,0.0,有,,a_lvr_land_a.csv,121.528983973679,25.130607013186,石牌,2221.80490320986,0,1,0,0,0,0,0,0,1997-03-28
文山區,房地(土地+建物),臺北市文山區指南路三段９３號七樓,13.97,住,,,1140322,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513.0,61.45,1,1,1,有,有,10200000,165989,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；夾層；其他增建；,RPRNMLPKMHKGFAA57DA,33.99,5.31,2.63,有,67.0,a_lvr_land_a.csv,121.581050596005,24.982286009464,動物園,1784.04316230321,1,0,0,0,0,0,0,0,1996-03-28
萬華區,房地(土地+建物),臺北市萬華區武成街７６巷１５號四樓,36.37,住,,,1140307,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,921028.0,110.77,3,2,1,有,無,19000000,171527,,0.0,0,陽台外推；,RPUNMLPKMHKGFBA97DA,62.59,0.0,8.71,有,69.0,a_lvr_land_a.csv,121.49518855917,25.020120411655,中原,1711.8936651796664,0,0,0,0,0,0,0,1,2020-01-31
內湖區,房地(土地+建物),臺北市內湖區星雲街３３巷２５弄２號二樓,55.27,都市：其他:第三種住宅區。,,,1140319,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770613.0,165.84,5,1,2,有,有,26000000,156778,,0.0,0,陽台外推；,RPOPMLLJMHKGFCA17DA,129.24,4.87,14.14,無,70.0,a_lvr_land_a.csv,121.591155986111,25.079439014699,文德,562.0511692495653,1,0,0,0,0,0,0,0,2009-07-04
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段１５０巷１２號七樓,74.66,住,,,1140307,土地1建物1車位3,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1060210.0,530.95,0,2,4,有,有,202880000,438956,坡道平面,96.1,12000000,,RPRNMLMJMHKGFDA47DA,230.95,12.73,39.02,有,71.0,a_lvr_land_a.csv,121.570364901165,25.032593080542,象山,113.64035177279315,0,1,0,0,0,0,0,0,2013-11-24
松山區,房地(土地+建物),臺北市松山區民權東路三段１４２號九樓之５,6.12,住,,,1140323,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730915.0,54.79,0,0,0,無,有,4200000,76656,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKMHKGFDA27DA,37.07,0.0,3.98,有,,a_lvr_land_a.csv,121.546830973377,25.061867989163,中山國中,309.6995230044639,1,0,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物),臺北市士林區葫蘆街５４巷９弄５號,34.0,住,,,1140313,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670117.0,92.93,3,1,1,有,無,16000000,172173,,0.0,0,,RPPNMLQKMHKGFEA87DA,81.17,11.76,0.0,無,,a_lvr_land_a.csv,121.508859024154,25.081035012883,圓山,1601.7214220360897,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區溫州街５２巷１１號,34.98,都市：其他:第三種住宅區。,,,1140307,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740816.0,148.67,3,2,2,有,有,52300000,351786,,0.0,0,其他增建；,RPSOMLSJMHKGFFA48DA,107.47,16.05,0.0,有,,a_lvr_land_a.csv,121.532325000284,25.021115008286,台電大樓,412.6179562489362,0,0,0,1,0,0,0,0,1999-11-11
