鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,source_file
"萬華區","租賃房屋","臺北市萬華區漢口街二段８８號四樓之１１","0.0","","","","1140318","土地0建物1車位0","四層","23","住宅大樓(11層含以上有電梯)","第２組：多戶住宅（Ｈ２）","鋼骨造","1121019","61.07000000000001","1","1","1","有","有","有","30000","491","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPUNMLPLLHKGFBA08CC","獨立套房","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區漢口街二段１０９巷１０號二樓","0.0","","","","1140320","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0610502","53.54","2","2","1","有","無","有","19000","355","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為23800元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為19000元。多人共同承租2；","RPWNMLPLLHKGFBA28CC","整棟(戶)出租","無","1140401~1170331","無","冷氣、熱水器","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區成都路１０２號６樓之８","0.0","","","","1140320","土地0建物1車位0","六層","22","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","1060418","64.72","1","0","1","有","有","有","15000","232","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為16700元，因選擇代管方案須打九折 且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。","RPROMLPLLHKGFBA87CC","獨立套房","有","1140324~1150323","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區萬大路１８７巷３弄２８號五樓","0.0","","","","1140320","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0640508","31.18","1","1","1","有","無","無","12000","385","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為13400元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為12000元。","RPTOMLPLLHKGFBA08CC","整棟(戶)出租","無","1140403~1150402","無","冷氣、熱水器、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區延平南路１６０之６號","0.0","","","","1140319","土地0建物0車位0","全","4","透天厝","","鋼筋混凝土造","0560407","26.24","9","0","9","有","無","有","15000","572","","0.0","0","","RPUOMLPLLHKGFBA18CC","分租套房","無","1140417~1150416","無","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區延平北路二段２８６號３樓之２","0.0","","","","1140314","土地0建物1車位0","三層","10","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0660726","40.13","1","0","1","有","有","有","20000","498","","0.0","0","管理費：395元，租金不含管理費","RPVOMLPLLHKGFBA28CC","獨立套房","有","1140316~1150315","有","冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區民生西路１７８巷１號五樓","0.0","","","","1140319","土地0建物0車位0","五層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0660304","45.12","8","3","5","有","無","有","22500","499","","0.0","0","此件租賃格局為2/1/1","RPWOMLPLLHKGFBA38CC","分租套房","無","1140320~1150319","有","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區民生西路１７８巷１號五樓","0.0","","","","1140319","土地0建物0車位0","五層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0660304","45.12","8","3","5","有","無","有","22500","499","","0.0","0","此件租賃格局為2/1/1","RPPPMLPLLHKGFBA77CC","分租套房","無","1140320~1150319","有","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區武昌街一段１８號十樓","0.0","","","","1140313","土地0建物0車位0","十層","12","辦公商業大樓","八、九層：一般服務業（補習班），十、十一、十二層：住家用","鋼筋混凝土造","0860125","68.55","10","0","10","有","有","無","18700","273","","0.0","0","","RPTPMLPLLHKGFBA18CC","分租套房","有","1140329~1150328","有","冷氣","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區南京東路三段８９巷２７弄１５號１０樓","0.0","","","","1140320","土地0建物1車位0","十層","17","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","0980901","150.05","2","2","2","有","有","有","88645","591","","0.0","0","管理費6355元，連同租金88645元，一併匯出租人繳納","RPQNMLPLLHKGFCA77CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區新生北路二段１０８號七樓之１２","0.0","","","","1140319","土地0建物1車位0","七層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0680119","34.660000000000004","1","0","1","有","有","有","10000","289","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPSNMLPLLHKGFCA97CC","獨立套房","有","1140410~1150409","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區新生北路三段４６號６樓之１","0.0","","","","1140320","土地0建物1車位0","六層","12","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0700504","32.54","1","1","1","有","有","有","15000","461","","0.0","0","續租案件；","RPTNMLPLLHKGFCA08CC","獨立套房","有","1140325~1150324","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區民權東路六段２８０巷１５５弄２１３號３樓之２２","0.0","","","","1140320","土地0建物1車位0","三層","11","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0860710","42.64","2","1","1","有","有","有","19900","467","","0.0","0","續租案件；","RPVNMLPLLHKGFCA28CC","整棟(戶)出租","有","1140404~1150403","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區瑞光路７６巷６０號三樓之１","0.0","","","","1140320","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0861030","61.97","2","2","1","有","有","無","24000","387","","0.0","0","","RPWNMLPLLHKGFCA38CC","整棟(戶)出租","有","1140405~1150404","無","冷氣、熱水器、瓦斯或天然氣","","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區成功路四段１８２巷６弄１號４樓","0.0","","","","1140315","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造","0720709","118.72","3","2","2","有","無","有","30000","253","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為38900元，因選擇代管方案須打九折 且簽約租金無條件捨去至百分位，實際租賃契約金額為35000元。","RPQOMLPLLHKGFCA87CC","整棟(戶)出租","無","1140315~1150314","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區民權東路三段１０３巷２１號四樓之１","0.0","","","","1140319","土地0建物1車位0","四層","5","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0840526","42.28","1","0","1","有","有","有","18000","426","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPSNMLPLLHKGFDA08CC","獨立套房","無","1140331~1150330","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區八德路四段７６５號３樓之８","0.0","","","","1140315","土地0建物0車位0","三層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0860613","32.27","4","4","4","有","有","有","16000","496","","0.0","0","套房I室未租賃車位，建物登記含有車位面積；續租案件；","RPTNMLPLLHKGFDA18CC","分租套房","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱、網路","一般代管","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區八德路三段１２０號十樓之３","0.0","","","","1140313","土地0建物1車位0","十層","11","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0670616","55.64","2","1","1","有","有","有","25520","459","","0.0","0","租金已扣除管理費2480元","RPUNMLPLLHKGFDA28CC","整棟(戶)出租","有","1140405~1160404","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區基隆路二段１４９號十樓之５","0.0","","","","1140315","土地0建物1車位0","十層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1031029","108.12","1","1","1","有","有","有","62000","573","","0.0","0","未租賃車位，建物登記含有車位面積；","RPVNMLPLLHKGFDA38CC","獨立套房","有","1140403~1150402","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區松山路７１１號３樓","0.0","","","","1140314","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0761028","87.17","3","1","1","有","無","有","31200","358","","0.0","0","","RPQOMLPLLHKGFDA97CC","整棟(戶)出租","無","1140331~1150330","無","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區復興一路１號５樓","0.0","","","","1140319","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0740809","114.48","3","2","2","有","無","無","24500","214","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPPNMLPLLHKGFEA87CC","整棟(戶)出租","無","1140325~1150324","無","熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區中和街４９５號三樓","0.0","","","","1140320","土地0建物1車位0","三層","5","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0711227","91.99000000000001","3","1","2","有","無","有","13500","147","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPSNMLPLLHKGFEA18CC","整棟(戶)出租","無","1140401~1150331","有","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區中和街４５８巷３３弄１７號４樓","0.0","","","","1140314","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0701102","97.82","3","2","2","有","無","有","19900","203","","0.0","0","","RPWNMLPLLHKGFEA58CC","整棟(戶)出租","無","1140401~1170331","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"士林區","租賃房屋+車位","臺北市士林區福林路２０３-１號七樓","0.0","","","","1140312","土地0建物0車位1","七層","8","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0870520","65.47","3","0","3","有","有","無","35600","544","升降平面","0.0","3000","","RPOOMLPLLHKGFEA87CC","分租套房","無","1140312~1160311","有","冷氣","一般轉租","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區仰德大道一段６巷８３號","0.0","","","","1140320","土地0建物1車位0","全","1","透天厝","住家用","加強磚造","0490901","62.65","3","2","2","有","無","無","35000","559","","0.0","0","此為臺北市社會住宅包租代管計畫之物件，評定市價租金為38900元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為35000元。","RPPOMLPLLHKGFEA97CC","整棟(戶)出租","無","1140324~1150323","無","冷氣、熱水器","社會住宅代管","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區八德路二段２１號","0.0","","","","1140311","土地0建物1車位0","一層","4","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造","0640304","49.04","0","0","0","無","無","無","55000","1122","","0.0","0","","RPPNMLPLLHKGFFA08DC","","無","1140501~1170430","無","","","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區開封街一段５號","0.0","","","","1140318","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造","0590518","48.04","1","1","1","有","無","無","11000","229","","0.0","0","","RPPNMLQLLHKGFBA67CC","獨立套房","無","1140331~1150330","無","熱水器","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區酒泉街１６７號四樓","0.0","","","","1140317","土地0建物1車位0","四層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0750220","78.84","2","2","1","有","無","無","28000","355","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPQNMLQLLHKGFBA77CC","整棟(戶)出租","無","1140410~1150409","有","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區歸綏街１６０巷１號九樓之６","0.0","","","","1140320","土地0建物1車位0","九層","13","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0850530","44.46","1","1","1","有","有","有","14000","315","","0.0","0","親友、員工、共有人或其他特殊關係間之租賃；","RPSNMLQLLHKGFBA97CC","獨立套房","有","1140323~1150322","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區天水路４５號五樓之３","0.0","","","","1140315","土地0建物1車位0","五層","14","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0971111","47.68","1","1","1","有","有","有","18400","386","","0.0","0","","RPUNMLQLLHKGFBA18CC","獨立套房","有","1140316~1150315","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西寧南路６７號２樓","0.0","","","","1140318","土地0建物0車位0","二層","10","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0760425","24.0","8","0","8","有","無","有","24000","1000","","0.0","0","飯店式管理，提供24小時現場櫃檯服務、專人客房及垃圾清潔、專人設備修繕、免費零食mini bar，並可接受30日以上之短租最低租期非一年租金總額含水費；電費；瓦斯費；","RPXNMLQLLHKGFBA48CC","分租套房","無","1140317~1140418","有","冷氣、熱水器、洗衣機、電視機、冰箱、網路","一般轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區長安西路１０７號九樓之３","0.0","","","","1140313","土地0建物1車位0","九層","14","住宅大樓(11層含以上有電梯)","第二組集合住宅（Ｈ２）","鋼筋混凝土造","1120720","74.17999999999999","2","1","1","有","有","無","43000","580","","0.0","0","不承租車位已扣除車位面積。","RPPOMLQLLHKGFBA77CC","","有","1140401~1160331","有","","","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區民生西路１１２號八樓","0.0","","","","1140312","土地0建物1車位0","八層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","1020826","89.13","2","1","1","有","有","有","55000","617","","0.0","0","租金總額含管理費；","RPUOMLQLLHKGFBA28CC","整棟(戶)出租","有","1140315~1160314","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區承德路一段２３號４樓之１","0.0","","","","1140313","土地0建物1車位0","四層","32","住宅大樓(11層含以上有電梯)","（Ｇ２）一般事務所（第２８組）不含補習班","鋼骨造","1110930","193.72","0","0","0","無","有","無","123046","635","","0.0","0","免租金裝修期：114/03/15~114/04/30此租金已扣除10%稅14000元及二代健保2954元","RPWOMLQLLHKGFBA48CC","","有","1140501~1190430","有","","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區長安東路一段５１-５號","0.0","","","","1140317","土地0建物0車位0","全","4","透天厝","","加強磚造","","11.5","4","1","4","有","無","有","9500","826","","0.0","0","3戶公用走到約3.06坪租金總額含水費；網路費；續租案件；","RPPNMLQLLHKGFCA77CC","分租套房","無","1140320~1150319","無","冷氣、熱水器、冰箱、網路","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路４１６巷１號七樓之１","0.0","","","","1140316","土地0建物1車位0","七層","11","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0650909","40.65","1","1","1","有","有","有","17000","418","","0.0","0","","RPQNMLQLLHKGFCA87CC","獨立套房","有","1140316~1150315","有","冷氣、熱水器、洗衣機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區新生北路三段８４巷２９號５樓","0.0","","","","1140320","土地0建物0車位0","五層","6","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0720325","27.05","6","0","6","有","無","有","17000","628","","0.0","0","租金總額含網路費；續租案件；","RPUNMLQLLHKGFCA28CC","分租套房","無","1140320~1150319","有","冷氣、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋+車位","臺北市內湖區康寧路一段２５３之５號四樓","0.0","","","","1140317","土地0建物1車位1","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0830526","136.45","3","2","2","有","有","無","32000","235","坡道平面","0.0","0","","RPWNMLQLLHKGFCA48CC","整棟(戶)出租","無","1140401~1160331","無","冷氣、瓦斯或天然氣、網路","","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區週美里新明路２７３巷６號５樓","0.0","","","","1140312","土地0建物0車位0","五層","5","華廈(10層含以下有電梯)","工業用","鋼筋混凝土造","0780724","23.0","18","1","18","有","無","有","18900","822","","0.0","0","飯店式管理，提供24小時現場櫃檯服務、專人客房及垃圾清潔、專人設備修繕、免費零食mini bar，並可接受30日以上之短租最低租期非一年租金總額含水費；瓦斯費；","RPOOMLQLLHKGFCA77CC","分租套房","無","1140323~1140422","有","冷氣、熱水器、洗衣機、電視機、冰箱、網路","一般轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區金湖路１６之５號二樓","0.0","","","","1140320","土地0建物1車位0","二層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700723","113.94","3","2","2","有","無","有","30000","263","","0.0","0","","RPPOMLQLLHKGFCA87CC","整棟(戶)出租","無","1140320~1170319","無","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區德惠街７之５號１１樓","0.0","","","","1140311","土地0建物1車位0","十一層","12","住宅大樓(11層含以上有電梯)","集合住宅第二組：多戶住宅","鋼筋混凝土造","1091211","101.42999999999999","2","2","2","有","有","無","55510","547","","0.0","0","租金總額含管理費；其他稅；","RPTOMLQLLHKGFCA28CC","整棟(戶)出租","有","1140315~1150314","有","冷氣","","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區東湖路１０號五樓","0.0","","","","1140315","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0750621","105.95","3","2","2","有","無","有","28000","264","","0.0","0","此為臺北市社會住宅包租代管計畫之物件，評定市價租金為31200元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為28000元。","RPPPMLQLLHKGFCA97CC","整棟(戶)出租","無","1140320~1150319","無","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區福德街１７７巷９號二樓","0.0","","","","1140317","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0651104","77.67","3","2","1","有","無","無","25500","328","","0.0","0","續租案件；","RPPNMLQLLHKGFDA87CC","整棟(戶)出租","無","1140420~1150419","無","熱水器","社會住宅代管","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區福德街３４４號三樓","0.0","","","","1140314","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700709","99.94","3","2","2","有","無","無","22000","220","","0.0","0","","RPSNMLQLLHKGFDA18CC","整棟(戶)出租","無","1140330~1170329","無","冷氣、熱水器","社會住宅包租轉租","a_lvr_land_c.csv"
"南港區","租賃房屋","臺北市南港區福德街３４４號四樓","0.0","","","","1140318","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700709","99.94","3","2","1","有","無","無","22500","225","","0.0","0","","RPTNMLQLLHKGFDA28CC","整棟(戶)出租","無","1140330~1170329","無","冷氣、熱水器","社會住宅包租轉租","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區福德街３００巷９號三樓","0.0","","","","1140318","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0761209","116.49","3","2","2","有","無","無","25000","215","","0.0","0","","RPUNMLQLLHKGFDA38CC","整棟(戶)出租","無","1140330~1170329","無","熱水器","社會住宅包租轉租","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區光復北路３５之１號１樓","0.0","","","","1140313","土地0建物4車位0","一層","12","店面(店鋪)","停車空間","鋼筋混凝土造","0820414","833.31","1","2","2","有","有","無","452813","543","","0.0","0","免租金裝修期：114/04/01~114/06/15租賃建物部分範圍：台北市松山區光復北路35之1號1樓約29坪台北市松山區光復北路35號B1樓7501/10000台北市松山區光復北路37號1樓約27.43坪台北市松山區光復北路37之1號1樓約29.75坪租金總額含稅；含有多個門牌且未個別計算租金台北市松山區光復北路35號B1樓台北市松山區光復北路37號1樓台北市松山區光復北路37之1號1樓；租賃期間有約定不同租金117/06/16起，租金調整為466397含稅120/06/16起，租金調整為483809含稅123/06/16起，租金調整為494800含稅；","RPSOMLQLLHKGFDA28CC","","有","1140401~1260615","有","","","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區光復北路３５號１樓","0.0","","","","1140313","土地0建物2車位0","一層","12","店面(店鋪)","停車空間","鋼筋混凝土造","0820414","268.23","1","2","2","有","有","無","143750","536","","0.0","0","免租金裝修期：114/04/01~114/06/15租賃建物部分範圍：台北市松山區光復北路35號1樓約25.87坪台北市松山區光復北路35號B1樓2499/10000租金總額含稅；其他二代健保；含有多個門牌且未個別計算租金台北市松山區光復北路35號B1樓；租賃期間有約定不同租金117/06/16起，租金調整為148063含稅120/06/16起，租金調整為152504含稅123/06/16起，租金調整為157080含稅；","RPTOMLQLLHKGFDA38CC","","有","1140401~1260615","有","","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區天母東路４７號","0.0","","","","1140317","土地0建物1車位0","一層","7","店面(店鋪)","商業用","鋼筋混凝土造","0751023","274.62","0","1","1","有","無","無","109050","397","","0.0","0","租金總額含稅；管理費；含增建或未登記建物；租賃期間有約定不同租金117年5月1日起調整租金為每月新台幣116050元。；","RPSNMLQLLHKGFEA28CC","","無","1140501~1190430","有","","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區忠誠路二段１４８巷１６號四樓","0.0","","","","1140313","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700403","115.86","3","2","2","有","無","無","30000","259","","0.0","0","","RPTNMLQLLHKGFEA38CC","整棟(戶)出租","無","1140401~1150331","無","冷氣、熱水器、瓦斯或天然氣","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區福德路３１巷１９號","0.0","","","","1140320","土地0建物1車位0","一層","8","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","1010112","34.760000000000005","1","1","1","有","有","有","25000","719","","0.0","0","","RPUNMLQLLHKGFEA48CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區光明路２４２號六樓之６","0.0","","","","1140311","土地0建物1車位0","六層","19","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造","0980818","53.07","1","0","1","有","有","有","16000","301","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPVNMLQLLHKGFEA58CC","獨立套房","有","1140315~1150314","有","冷氣、熱水器、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區忠誠路二段１９０號１６樓","0.0","","","","1140317","土地0建物1車位0","十六層","26","住宅大樓(11層含以上有電梯)","住家用","鋼骨混凝土造","0841103","250.16000000000003","3","2","2","有","有","無","141435","565","","0.0","0","租金總額含管理費；網路費；","RPWNMLQLLHKGFEA68CC","整棟(戶)出租","有","1140317~1150316","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","","a_lvr_land_c.csv"
"北投區","租賃房屋","臺北市北投區尊賢街２２６號３樓","0.0","","","","1140311","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0660114","70.44","2","2","1","有","無","無","30000","426","","0.0","0","","RPPOMLQLLHKGFEA08CC","整棟(戶)出租","無","1140320~1160319","無","冷氣、熱水器","","a_lvr_land_c.csv"
"士林區","租賃房屋+車位","臺北市士林區忠義街１０７號７樓","0.0","","","","1140313","土地0建物1車位1","七層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0750915","291.99","4","2","3","有","有","無","220000","753","坡道平面","0.0","0","租金總額含管理費；其他稅；","RPSOMLQLLHKGFEA38CC","整棟(戶)出租","有","1140501~1160430","有","","","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區基河路１３６號二樓","0.0","","","","1140314","土地0建物1車位0","二層","16","辦公商業大樓","商業用","鋼筋混凝土造","0901012","192.20999999999998","4","1","2","有","有","有","54000","281","","0.0","0","租金總額含稅；","RPTOMLQLLHKGFEA48CC","","有","1140501~1160430","有","冷氣、冰箱","","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區信義路四段２６５巷２１弄２２號三樓之１","0.0","","","","1140317","土地0建物1車位0","三層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0681210","149.51","3","2","2","有","有","無","58000","388","","0.0","0","","RPTNMLQLLHKGFFA48CC","整棟(戶)出租","有","1140325~1150324","有","","","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區忠孝東路四段２７０號６樓之１","0.0","","","","1140313","土地0建物1車位0","六層","18","辦公商業大樓","商業用","見使用執照","0751231","168.76","2","1","0","有","有","無","121840","722","","0.0","0","免租金裝潢期：114/03/20~114/04/19租金總額含稅；租賃期間有約定不同租金114/04/20~116/04/19，每月租金121840含稅116/04/20~117/04/19，每月租金125495含稅；","RPUNMLQLLHKGFFA58CC","","有","1140420~1170419","有","","","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區木柵路一段３１０號","0.0","","","","1140317","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","加強磚造","","83.77","3","1","1","有","無","無","15000","179","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPPNMLRLLHKGFAA67CC","整棟(戶)出租","無","1140317~1150316","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
