鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,source_file
"萬華區","租賃房屋","臺北市萬華區桂林路２１０號４樓","0.0","","","","1140318","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0720929","47.37","1","1","1","有","無","有","15000","317","","0.0","0","續租案件；","RPWNMLOKMHKGFBA18CC","獨立套房","無","1140325~1150324","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區萬大路１８７巷６０號四樓","0.0","","","","1140319","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0640508","45.88","2","1","1","有","無","有","15500","338","","0.0","0","續租案件；","RPXNMLOKMHKGFBA28CC","整棟(戶)出租","無","1140321~1150320","無","熱水器、洗衣機、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區重慶南路一段５７號１１樓之７","0.0","","","","1140314","土地0建物1車位0","十一層","14","辦公商業大樓","見使用執照","鋼筋混凝土造","0910723","44.56","1","1","1","有","有","無","23000","516","","0.0","0","租金總額含稅；","RPUOMLOKMHKGFBA08CC","","有","1140401~1160331","有","冷氣、熱水器","","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區柳州街２３號８樓","0.0","","","","1140317","土地0建物1車位0","八層","22","住宅大樓(11層含以上有電梯)","住家用","鋼骨造","1120213","124.13","2","2","1","有","有","有","35000","282","","0.0","0","未租賃車位，建物登記含有車位面積；","RPQPMLOKMHKGFBA77CC","整棟(戶)出租","有","1140320~1150319","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區民權東路六段２８０巷３１號地下１樓之７","0.0","","","","1140317","土地0建物1車位0","地下一層","9","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0860812","47.25","2","2","1","有","有","有","19500","413","","0.0","0","","RPRPMLOKMHKGFCA97CC","整棟(戶)出租","有","1140317~1150316","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"松山區","租賃房屋","臺北市松山區南京東路四段１０８號七樓","0.0","","","","1140319","土地0建物1車位0","七層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0750514","104.00999999999999","3","2","2","有","有","無","40000","385","","0.0","0","","RPVNMLOKMHKGFDA28CC","整棟(戶)出租","有","1140408~1150407","有","冷氣、熱水器、瓦斯或天然氣","","a_lvr_land_c.csv"
"北投區","租賃房屋+車位","臺北市北投區福美路１９２號七樓","0.0","","","","1140319","土地0建物1車位1","七層","13","住宅大樓(11層含以上有電梯)","Ｈ２多戶住宅","鋼筋混凝土造","1061114","194.91","4","2","2","有","有","有","31000","159","坡道平面","0.0","4000","續租案件；","RPSNMLOKMHKGFEA08CC","整棟(戶)出租","有","1140328~1150327","有","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區和平東路２段３１１巷４３弄１１號","0.0","","","","1140320","土地0建物0車位0","一層","17","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0740522","23.47","4","0","4","有","無","有","15500","660","","0.0","0","租賃建物部分範圍，且未計入共有部分面積；","RPXNMLOKMHKGFFA68CC","分租套房","無","1140320~1140519","有","冷氣、熱水器、洗衣機、冰箱、網路","一般代管","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區三元街２５２號９樓","0.0","","","","1140317","土地0建物0車位0","九層","9","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0951201","67.36","4","1","2","有","有","有","28800","428","","0.0","0","一套房一雅房租賃建物部分範圍，且未計入共有部分面積；未租賃車位，建物登記含有車位面積；","RPQNMLPKMHKGFAA57CC","分租套房","有","1140401~1170831","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","一般轉租","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區福興路９３之１號３樓","0.0","","","","1140318","土地0建物1車位0","三層","5","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0811116","78.91","3","2","2","有","有","有","23000","291","","0.0","0","","RPXNMLPKMHKGFAA28CC","整棟(戶)出租","有","1140320~1150319","有","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區興隆路三段３０４巷９１之１號４樓","0.0","","","","1140320","土地0建物1車位0","四層","7","華廈(10層含以下有電梯)","集合住宅","鋼筋混凝土造","1081016","114.85","2","2","1","有","有","無","25000","218","","0.0","0","未租賃車位，建物登記含有車位面積；","RPOOMLPKMHKGFAA47CC","整棟(戶)出租","有","1140320~1150319","有","冷氣、熱水器","社會住宅代管","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區哈密街５９巷７８弄１２號","0.0","","","","1140317","土地0建物1車位0","一層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0880201","186.72","4","2","2","有","有","有","42500","228","","0.0","0","","RPTNMLPKMHKGFBA97CC","整棟(戶)出租","有","1140410~1160409","有","冷氣、熱水器、瓦斯或天然氣","","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區康定路１０５號十九樓之７","0.0","","","","1140320","土地0建物1車位0","十九層","26","住宅大樓(11層含以上有電梯)","住家用","鋼骨造","1050331","68.95","2","1","1","有","有","有","30000","435","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為37500，因選擇包租方案須打八折，且簽約租金無條件捨至百分位，實際租賃金額為30000。","RPUNMLPKMHKGFBA08CC","整棟(戶)出租","有","1140329~1150328","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西園路一段１６８號６樓之６","0.0","","","","1140319","土地0建物1車位0","六層","12","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0780503","36.21","1","0","1","有","有","有","10000","276","","0.0","0","續租案件；","RPOPMLPKMHKGFBA67CC","整棟(戶)出租","有","1140320~1150319","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區和平西路三段３３４號４樓","0.0","","","","1140319","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0680908","104.32","3","2","1","有","無","有","15000","144","","0.0","0","續租案件；","RPPPMLPKMHKGFBA77CC","整棟(戶)出租","無","1140410~1150409","無","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區洲子街５８號１樓A３","0.0","","","","1140320","土地0建物1車位0","一層","10","廠辦","商業用","鋼筋混凝土造","0920923","111.27","0","0","0","無","有","無","65385","588","","0.0","0","租賃1樓A3 故該租面積為屋主自行計算提供 未含共同使用面積租賃建物部分範圍，且未計入共有部分面積；","RPSOMLPKMHKGFCA08CC","","有","1140415~1160430","有","","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區新生北路三段５６巷１９號二樓之５","0.0","","","","1140318","土地0建物1車位0","二層","13","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0981021","75.78999999999999","1","1","1","有","有","有","49128","648","","0.0","0","租金總額含管理費；續租案件；","RPPPMLPKMHKGFCA87CC","整棟(戶)出租","有","1140420~1150419","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區基隆路二段３９巷３-２號４樓","0.0","","","","1140311","土地0建物0車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0751115","16.53","4","1","2","有","無","有","14800","895","","0.0","0","租金總額含網路費；其他清潔費；","RPRNMLPKMHKGFDA97CC","分租雅房","無","1140315~1150614","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區永吉路１２７巷１１弄６號五樓之１","0.0","","","","1140319","土地0建物1車位0","五層","8","華廈(10層含以下有電梯)","集合住宅","鋼筋混凝土造","1061130","57.65","1","1","1","有","有","有","38000","659","","0.0","0","租金總額含管理費；","RPSPMLPKMHKGFDA28CC","整棟(戶)出租","有","1140328~1150327","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區基隆路２段１７７號８樓之５","0.0","","","","1140318","土地0建物1車位0","八層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0990901","105.66","2","2","1","有","有","有","109250","1034","","0.0","0","租金總額含電費；瓦斯費；","RPTPMLPKMHKGFDA38CC","整棟(戶)出租","有","1140318~1140426","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"信義區","租賃房屋","臺北市信義區基隆路２段１７７號９樓之５","0.0","","","","1140318","土地0建物1車位0","九層","15","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0990901","105.66","2","2","1","有","有","有","98000","928","","0.0","0","多人共同承租2；","RPUPMLPKMHKGFDA48CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區中正路３６５巷３２號４樓","0.0","","","","1140315","土地0建物0車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0770914","18.18","4","1","2","有","無","有","12300","677","","0.0","0","租金總額含網路費；其他清潔費；","RPSNMLPKMHKGFEA18CC","分租雅房","無","1140316~1150615","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"士林區","租賃房屋","臺北市士林區中正路３６５巷３２號４樓","0.0","","","","1140316","土地0建物0車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0770914","14.88","4","1","2","有","無","有","11300","759","","0.0","0","租金總額含網路費；其他清潔費；","RPTNMLPKMHKGFEA28CC","分租雅房","無","1140323~1150322","無","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路","一般轉租","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區光復南路６３８號十二樓","0.0","","","","1140320","土地0建物1車位0","十二層","14","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0970627","74.83","2","1","1","有","有","有","47000","628","","0.0","0","續租案件；","RPUNMLPKMHKGFFA48CC","整棟(戶)出租","有","1140424~1150423","有","冷氣、熱水器、洗衣機、電視機、冰箱","","a_lvr_land_c.csv"
"大安區","租賃房屋","臺北市大安區永康街４巷２６號１樓","714.0","住","","","1140317","土地1建物1車位0","一層","10","店面(店鋪)","一般零售業甲組","鋼筋混凝土造","0960911","30.65","0","0","0","無","無","無","95000","3100","","0.0","0","","RPVNMLPKMHKGFFA58CC","","有","1140401~1170331","有","瓦斯或天然氣","","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區萬安街４８號６樓之１","0.0","","","","1140320","土地0建物1車位0","六層","7","華廈(10層含以下有電梯)","集合住宅","鋼筋混凝土造","0720728","58.849999999999994","2","1","1","有","有","有","20000","340","","0.0","0","續租案件；","RPUOMLQKMHKGFAA18CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區羅斯福路二段８巷１４弄６之１號三樓","0.0","","","","1140319","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0720119","32.49","1","0","1","有","無","有","14000","431","","0.0","0","","RPWOMLQKMHKGFAA38CC","獨立套房","無","1140320~1150319","無","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區長泰街２７９巷１弄８號２樓","0.0","","","","1140318","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","工業用","鋼筋混凝土造","0621017","59.54","2","2","1","有","無","有","22000","369","","0.0","0","","RPWNMLQKMHKGFBA38CC","整棟(戶)出租","無","1140318~1160331","無","冷氣、電視機、冰箱","","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西藏路１２５巷１５號十樓之３","0.0","","","","1140320","土地0建物1車位0","十層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0690205","58.14","2","1","1","有","有","有","16000","275","","0.0","0","","RPPQMLQKMHKGFBA97CC","整棟(戶)出租","有","1140323~1150322","有","冷氣、熱水器、瓦斯或天然氣、有線電視、網路","社會住宅包租轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區重慶北路三段３７７號二樓之３","0.0","","","","1140320","土地0建物1車位0","二層","8","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0850921","60.32000000000001","2","1","1","有","有","有","18500","307","","0.0","0","未租賃車位，建物登記含有車位面積；續租案件；","RPQQMLQKMHKGFBA08CC","整棟(戶)出租","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
