編號,鄉鎮市區,土地位置建物門牌,租賃年月日,總額元,出租型態,租賃天數,主要用途,主要用途分類,租賃層次,租賃層次分類,總樓層數,建物型態,交易筆棟數-土地,交易筆棟數-建物,租賃住宅服務,有無管理組織,有無管理員,有無附傢俱,有無電梯,主要建材,主要建材分類,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,建物總面積平方公尺,單價元平方公尺,建築完成年月,屋齡,屋齡分類,附屬設備-冷氣,附屬設備-熱水器,附屬設備-洗衣機,附屬設備-電視機,附屬設備-冰箱,附屬設備-瓦斯或天然氣,附屬設備-有線電視,附屬設備-網路
RPROMLLJQHJGFEA97CC,士林區,臺北市士林區中山北路七段８１巷３０號５樓之７,2024-07-31,9500,獨立套房,364,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,29.75,319,1979-08-28,44,40年以上,1,1,0,0,0,0,0,0
RPPNMLLJQHJGFFA77CC,大安區,臺北市大安區忠孝東路三段２５１巷２弄１５號,2024-07-31,45000,NA,1094,住家用,住宅類,一層,低樓層,6,店面(店鋪),0,1,NA,1,1,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,1,1,50.43,892,1972-02-01,52,40年以上,0,0,0,0,0,0,0,0
RPXNMLLJQHJGFFA58CC,大安區,臺北市大安區羅斯福路二段７９號十樓之３,2024-07-03,32500,NA,364,住家用,住宅類,十層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,40.44,804,1989-09-30,34,30-40年,1,1,0,0,1,0,0,0
RPPOMLLJQHJGFFA87CC,大安區,臺北市大安區建國南路一段３０８號四樓之７,2024-07-03,35000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,47.370000000000005,739,2018-04-12,6,5-10年,1,1,1,1,1,0,0,0
RPPNMLMJQHJGFAA37CC,文山區,臺北市文山區和平東路四段６６巷１５號三樓,2024-07-21,35000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,16,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,4,2,3,1,198.44,176,1997-05-29,27,20-30年,1,1,0,0,0,1,0,0
RPSNMLMJQHJGFAA67CC,文山區,臺北市文山區秀明路１段１９巷１６號５樓,2024-07-05,31000,獨立套房,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,130.99,237,1980-11-06,43,40年以上,1,1,1,1,1,0,0,0
RPTNMLMJQHJGFAA77CC,中正區,臺北市中正區羅斯福路四段７８巷２弄４號二樓,2024-07-30,30000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,56.05,535,1972-01-10,52,40年以上,1,1,0,0,0,1,0,0
RPRNMLMJQHJGFBA67CC,大同區,臺北市大同區重慶北路二段２３５之３號,2024-07-31,25000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,89.6,279,1971-01-07,53,40年以上,1,1,1,0,1,1,0,0
RPSNMLMJQHJGFBA77CC,萬華區,臺北市萬華區環河南路二段１７３號五樓之４,2024-07-30,19000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,53.36,356,1980-05-16,44,40年以上,1,1,0,0,0,1,0,0
RPTNMLMJQHJGFBA87CC,大同區,臺北市大同區歸綏街９７巷８號６樓之４,2024-07-31,15500,獨立套房,364,住家用,住宅類,六層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,32.9,471,1995-10-30,28,20-30年,1,1,1,1,1,0,0,0
RPSOMLMJQHJGFBA87CC,萬華區,臺北市萬華區廣州街２５３巷３１號４樓,2024-07-18,22000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,83.74,263,1976-07-06,48,40年以上,0,0,0,0,0,0,0,0
RPWOMLMJQHJGFBA28CC,萬華區,臺北市萬華區國興路１巷２號１２樓之３,2024-07-16,19000,獨立套房,364,住家用,住宅類,十二層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,46.269999999999996,411,1982-07-02,42,40年以上,1,1,1,0,1,1,0,0
RPOPMLMJQHJGFBA57CC,萬華區,臺北市萬華區康定路９７號１１樓,2024-07-04,25000,獨立套房,364,住家用,住宅類,十一層,中樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,48.31,517,1985-07-24,38,30-40年,1,1,0,0,0,1,0,0
RPPPMLMJQHJGFBA67CC,大同區,臺北市大同區延平北路二段１２７號１０樓之１２,2024-07-05,13000,整棟(戶)出租,364,住商用,住商混合,十層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,30.900000000000002,421,1979-04-19,45,40年以上,1,1,1,1,1,0,0,0
RPRNMLMJQHJGFCA77CC,內湖區,臺北市內湖區麗山街３４８巷２２之１號三樓,2024-07-31,19500,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,61.19,319,1982-06-15,42,40年以上,1,1,0,1,1,1,0,0
RPWNMLMJQHJGFCA28CC,中山區,臺北市中山區錦州街３０巷１２號１１樓之３,2024-07-16,16000,獨立套房,1094,住家用,住宅類,十一層,中樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,31.32,511,1997-02-04,27,20-30年,1,1,0,1,1,0,0,0
RPOOMLMJQHJGFCA57CC,內湖區,臺北市內湖區康樂街４８巷２５號５樓,2024-07-19,23000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,108.46,212,1985-10-02,38,30-40年,1,1,0,0,0,1,0,0
RPTOMLMJQHJGFCA08CC,內湖區,臺北市內湖區內湖路三段１４３巷１７號３樓,2024-07-08,15000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,63.35,237,1982-05-17,42,40年以上,1,1,1,1,1,1,0,0
RPQNMLMJQHJGFDA77CC,信義區,臺北市信義區吳興街３６１巷２３弄３號４樓,2024-07-15,20000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,71.82,278,1972-05-15,52,40年以上,1,1,1,1,1,0,0,0
RPSNMLMJQHJGFDA97CC,南港區,臺北市南港區中坡北路４０巷４號４樓,2024-07-28,27000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,98.06,275,1975-09-09,48,40年以上,0,1,0,0,0,1,0,0
RPUNMLMJQHJGFDA18CC,信義區,臺北市信義區仁愛路四段５１０號５樓,2024-07-16,56500,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,112.27,503,1984-10-29,39,30-40年,0,0,0,0,0,0,0,0
RPPNMLMJQHJGFEA77CC,士林區,臺北市士林區中山北路６段２９０巷７弄４３號３樓,2024-07-31,74000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,145.12,510,1980-05-22,44,40年以上,1,1,1,1,1,0,1,1
RPRNMLMJQHJGFEA97CC,北投區,臺北市北投區東華街１段４９６號６樓之１,2024-07-31,72000,整棟(戶)出租,364,住家用,住宅類,六層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,146.54000000000002,491,2006-07-20,18,10-20年,1,1,1,1,1,0,0,0
RPTNMLMJQHJGFEA18CC,北投區,臺北市北投區中和街３９８巷５弄２號７樓之４,2024-07-31,18500,獨立套房,364,住家用,住宅類,七層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,96.69,191,1995-06-22,29,20-30年,1,1,1,1,1,0,0,0
RPVNMLMJQHJGFEA38CC,北投區,臺北市北投區中和街４０號五樓之２１,2024-07-26,12000,獨立套房,1091,住家用,住宅類,五層,低樓層,8,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,32.410000000000004,370,1980-08-21,43,40年以上,1,1,1,1,1,0,0,0
RPOOMLMJQHJGFEA77CC,北投區,臺北市北投區知行路９２號４樓,2024-07-29,19000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,107.39,177,1981-12-18,42,40年以上,1,1,1,0,1,1,0,0
RPQOMLMJQHJGFEA97CC,北投區,臺北市北投區自強街５巷１００弄３號３樓,2024-07-29,27000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,3,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,加強磚造,加強磚造類,2,1,1,1,63.18,427,1973-01-08,51,40年以上,1,1,1,1,1,1,1,1
RPSOMLMJQHJGFEA18CC,北投區,臺北市北投區大同街２２８巷２號２樓,2024-07-27,22500,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,55.3,407,1977-11-21,46,40年以上,1,1,0,0,1,1,0,0
RPTOMLMJQHJGFEA28CC,士林區,臺北市士林區中山北路六段３５０號３樓,2024-07-15,52000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,128.78,404,1999-08-26,24,20-30年,0,0,0,0,0,0,0,0
RPPNMLMJQHJGFFA87CC,大安區,臺北市大安區師大路８３巷１０號２樓,2024-06-27,32000,NA,729,住家用,住宅類,二層,低樓層,6,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,86.75,369,2008-01-28,16,10-20年,0,0,0,0,0,0,0,0
RPRNMLMJQHJGFFA08CC,大安區,臺北市大安區建國南路一段２７０巷３２號２樓,2024-07-30,35000,整棟(戶)出租,729,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,一般包租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,97.94,357,1971-10-18,52,40年以上,1,1,1,0,0,1,0,0
RPQNMLNJQHJGFAA57CC,文山區,臺北市文山區景興路２６２號十四樓之３,2024-07-18,13500,整棟(戶)出租,364,住家用,住宅類,十四層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,29.189999999999998,462,2009-10-28,14,10-20年,1,1,0,0,1,0,0,0
RPPNMLNJQHJGFDA77CC,松山區,臺北市松山區八德路四段７６５號十四樓之８,2024-07-15,18000,整棟(戶)出租,364,住家用,住宅類,十四層,中樓層,14,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,43.25,416,1997-06-13,27,20-30年,1,1,1,0,1,0,0,0
RPPNMLNJQHJGFDA87DC,信義區,臺北市信義區基隆路一段１０１巷１號９樓之１,2024-06-24,50000,整棟(戶)出租,364,集合住宅,住宅類,九層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,103.07,485,2015-11-18,8,5-10年,1,1,1,1,1,1,0,0
RPRNMLOJQHJGFAA77CC,中正區,臺北市中正區晉江街４６巷８號３樓,2024-03-27,36800,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,3,公寓(5樓含以下無電梯),0,1,一般轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,72.38,508,1982-12-04,41,40年以上,1,1,1,1,1,1,1,1
RPUNMLOJQHJGFBA18CC,萬華區,臺北市萬華區西昌街８５號５樓,2024-07-21,23000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,一般代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,50.24,458,1983-04-25,41,40年以上,1,1,1,1,1,0,0,0
RPPNMLOJQHJGFCA77CC,中山區,臺北市中山區新生北路３段３４號９樓之５,2024-08-01,15000,整棟(戶)出租,364,住家用,住宅類,九層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,4,1,2,1,46.269999999999996,324,1994-09-26,29,20-30年,1,1,1,1,1,0,0,0
RPPNMLPJQHJGFAA67CC,文山區,臺北市文山區景福街７８號九樓,2024-08-01,30000,整棟(戶)出租,364,集合住宅,住宅類,九層,低樓層,16,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,124.1,242,1999-01-19,25,20-30年,1,1,0,0,0,1,0,0
RPQNMLPJQHJGFAA77CC,文山區,臺北市文山區景興路２６２號十五樓之５,2024-08-01,11200,獨立套房,364,住家用,住宅類,十五層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,24.07,465,2009-10-28,14,10-20年,1,1,0,1,1,0,0,0
RPPNMLPJQHJGFBA77CC,萬華區,臺北市萬華區萬青街１８９號五樓,2024-08-01,12000,獨立套房,240,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,31.18,385,1975-04-03,49,40年以上,1,1,1,0,0,1,0,0
RPSNMLPJQHJGFBA08CC,大同區,臺北市大同區延平北路三段１８巷４２號三樓,2024-07-30,32000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,華廈(10層含以下有電梯),0,1,社會住宅代管,0,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,69.43,461,2010-08-05,13,10-20年,1,1,1,1,1,1,0,0
RPTNMLPJQHJGFBA18CC,中正區,臺北市中正區鎮江街７號五樓之６,2024-08-01,19000,獨立套房,364,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,33.410000000000004,569,1983-02-03,41,40年以上,1,1,1,0,1,1,0,0
RPWNMLPJQHJGFBA48CC,大同區,臺北市大同區萬全街１號７樓之１,2024-07-15,92000,整棟(戶)出租,729,住家用,住宅類,七層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,138.92,662,2015-10-16,8,5-10年,1,1,1,1,1,1,1,1
RPXNMLPJQHJGFBA58CC,萬華區,臺北市萬華區青年路１６８巷２１號５樓之２,2024-07-09,12000,獨立套房,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,37.41,321,1975-05-23,49,40年以上,1,1,1,0,1,0,0,0
RPPOMLPJQHJGFBA87CC,萬華區,臺北市萬華區隆昌街６９號４樓,2024-08-01,18000,整棟(戶)出租,356,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,41.84,430,1978-06-27,46,40年以上,1,1,1,1,1,1,0,0
RPXOMLPJQHJGFBA68CC,萬華區,臺北市萬華區萬大路４９３巷４８弄１５號二樓,2024-08-01,22000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,104.6,210,1986-09-09,37,30-40年,0,1,0,0,0,0,0,0
RPPNMLPJQHJGFCA87CC,內湖區,臺北市內湖區內湖路三段１０６號四樓,2024-08-01,34000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,107.41,317,1976-12-21,47,40年以上,1,1,1,1,0,1,0,0
RPQNMLPJQHJGFCA97CC,中山區,臺北市中山區林森北路２８２號八樓之１２,2024-07-30,15000,獨立套房,364,住家用,住宅類,八層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,31.39,478,1974-11-13,49,40年以上,1,1,0,0,1,0,0,0
RPTNMLPJQHJGFCA28CC,中山區,臺北市中山區伊通街１號８樓之２,2024-07-13,64000,整棟(戶)出租,364,住家用,住宅類,八層,低樓層,9,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,82.39,777,2018-04-26,6,5-10年,1,1,1,1,1,1,1,1
RPWNMLPJQHJGFCA58CC,中山區,臺北市中山區林森北路５８７號５樓之５,2024-07-14,58000,整棟(戶)出租,729,住家用,住宅類,五層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,92.22999999999999,629,2011-07-26,12,10-20年,1,1,1,1,1,0,0,0
RPPOMLPJQHJGFCA97CC,中山區,臺北市中山區林森北路８５巷３６號六樓之４,2024-08-01,13000,獨立套房,364,住家用,住宅類,六層,低樓層,6,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,38.8,335,1981-12-31,42,40年以上,1,1,1,1,1,0,0,0
RPQOMLPJQHJGFCA08CC,中山區,臺北市中山區中山北路一段８３巷１２號６樓,2024-07-15,80000,整棟(戶)出租,364,集合住宅,住宅類,六層,低樓層,18,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼骨造,鋼骨類,1,2,1,1,76.87,1041,2022-03-03,2,新屋,1,1,1,1,1,1,0,1
RPROMLPJQHJGFCA18CC,中山區,臺北市中山區雙城街１３巷９號７樓之５,2024-07-15,65000,整棟(戶)出租,364,住家用,住宅類,七層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,137.89,471,2012-03-27,12,10-20年,1,1,1,1,1,1,0,0
RPTOMLPJQHJGFCA38CC,中山區,臺北市中山區林森北路５８７號１１樓之９,2024-07-16,50000,整棟(戶)出租,364,住家用,住宅類,十一層,中樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,88.99000000000001,562,2011-07-26,12,10-20年,1,1,1,1,1,0,0,0
RPXPMLPJQHJGFCA88CC,中山區,臺北市中山區興安街７３號十樓之１,2024-07-31,22500,整棟(戶)出租,364,集合住宅,住宅類,十層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,105.14999999999999,214,1986-03-14,38,30-40年,1,1,1,1,1,0,0,0
RPPNMLPJQHJGFDA97CC,信義區,臺北市信義區吳興街８巷２號四樓之１,2024-07-31,18000,獨立套房,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,28.08,641,1976-01-09,48,40年以上,1,1,1,0,1,0,0,0
RPRNMLPJQHJGFDA18CC,信義區,臺北市信義區信義路六段１７號三樓之１,2024-08-03,35100,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,101.73,345,1981-12-31,42,40年以上,1,1,0,0,0,1,0,0
RPPNMLPJQHJGFEA08CC,士林區,臺北市士林區文昌路３２號二樓,2024-07-31,19000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,加強磚造,加強磚造類,2,1,1,1,78.82,241,1969-08-25,54,40年以上,1,1,0,0,0,1,0,0
RPPNMLQJQHJGFAA77CC,中正區,臺北市中正區羅斯福路三段２４４巷２弄１９號二樓,2024-08-01,32000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,134.38,238,1997-05-07,27,20-30年,1,1,0,0,0,1,0,0
RPPNMLQJQHJGFBA87CC,中正區,臺北市中正區仁愛路二段４５號４樓,2024-08-01,100000,NA,1825,住家用,住宅類,四層,低樓層,6,華廈(10層含以下有電梯),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,195.71,511,1971-07-20,53,40年以上,0,0,0,0,0,0,0,0
RPQNMLQJQHJGFCA08CC,中山區,臺北市中山區林森北路１１９巷８８號三樓之１,2024-08-01,17000,獨立套房,320,住家用,住宅類,三層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,36.82,462,1988-12-16,35,30-40年,1,1,1,1,1,1,0,0
RPWNMLQJQHJGFCA68CC,中山區,臺北市中山區南京東路一段１３２巷２９號３樓之４,2024-07-27,14000,獨立套房,364,住家用,住宅類,三層,低樓層,6,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,0,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,42.27,331,1977-05-25,47,40年以上,1,1,1,0,1,0,0,0
RPXNMLQJQHJGFCA78CC,中山區,臺北市中山區民權東路二段９號十樓之６,2024-08-01,14000,獨立套房,1094,住家用,住宅類,十層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,38.66,362,1979-10-22,44,40年以上,1,1,1,1,1,0,0,0
RPQOMLQJQHJGFCA18CC,中山區,臺北市中山區中山北路二段５９巷４５號１５樓之９,2024-08-05,28000,整棟(戶)出租,1094,住家用,住宅類,十五層,中樓層,16,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,44.5,629,1999-09-28,24,20-30年,1,1,1,1,1,1,0,0
RPPNMLQJQHJGFDA08CC,信義區,臺北市信義區基隆路一段３５０號四樓之２５,2024-07-30,23000,獨立套房,366,住家用,住宅類,四層,低樓層,6,公寓(5樓含以下無電梯),0,1,一般轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,30.32,759,1973-11-24,50,40年以上,1,0,1,0,1,1,0,1
RPQNMLQJQHJGFDA18CC,南港區,臺北市南港區南港路二段３８巷３９號五樓,2024-07-10,35000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,121.1,289,2008-12-01,15,10-20年,1,1,0,0,0,1,0,0
