編號,鄉鎮市區,土地位置建物門牌,租賃年月日,總額元,出租型態,租賃天數,主要用途,主要用途分類,租賃層次,租賃層次分類,總樓層數,建物型態,交易筆棟數-土地,交易筆棟數-建物,租賃住宅服務,有無管理組織,有無管理員,有無附傢俱,有無電梯,主要建材,主要建材分類,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,建物總面積平方公尺,單價元平方公尺,建築完成年月,屋齡,屋齡分類,附屬設備-冷氣,附屬設備-熱水器,附屬設備-洗衣機,附屬設備-電視機,附屬設備-冰箱,附屬設備-瓦斯或天然氣,附屬設備-有線電視,附屬設備-網路
RPROMLKMPHJGFEA08CC,士林區,臺北市士林區通河東街二段３號七樓,2024-07-25,34000,整棟(戶)出租,364,住家用,住宅類,七層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,5,2,2,1,182.34,186,1979-06-07,45,40年以上,1,1,0,0,0,1,0,0
RPSOMLKMPHJGFEA18CC,北投區,臺北市北投區尊賢街２３９巷９號４樓,2024-07-29,21000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,70.2,299,1973-12-24,50,40年以上,1,1,1,0,1,1,0,0
RPTOMLKMPHJGFEA28CC,士林區,臺北市士林區基河路２３８號５樓之１１,2024-07-30,15000,獨立套房,364,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,32.14,467,1996-09-19,27,20-30年,1,1,1,1,1,0,0,0
RPUOMLKMPHJGFEA38CC,士林區,臺北市士林區中正路７１５號七樓,2024-07-11,26500,整棟(戶)出租,364,住家用,住宅類,七層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,82.14,323,2004-05-18,20,10-20年,1,1,1,0,0,1,0,0
RPVNMLKMPHJGFFA48CC,大安區,臺北市大安區敦化南路二段２００巷２０號２樓,2024-07-29,52000,整棟(戶)出租,1125,住家用,住宅類,二層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,115.44,450,1990-05-02,34,30-40年,1,1,0,0,0,0,0,0
RPPOMLKMPHJGFFA97CC,大安區,臺北市大安區信義路三段１０５號十四樓之１,2024-07-10,30000,整棟(戶)出租,364,住家用,住宅類,十四層,中樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,2,1,38.94,770,2007-03-22,17,10-20年,1,1,1,1,1,0,0,0
RPPNMLKMPHJGFEA87DC,北投區,臺北市北投區致遠一路一段９１號,2024-07-23,50000,NA,729,住商用,住商混合,一層,低樓層,4,公寓(5樓含以下無電梯),1,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,85.12,587,1977-03-24,47,40年以上,0,0,0,0,0,0,0,0
RPPNMLLMPHJGFAA47CC,中正區,臺北市中正區汀州路一段５５號四樓,2024-06-01,32000,分層出租,364,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),1,1,一般轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,86.51,370,1975-08-12,48,40年以上,1,1,1,1,1,0,1,1
RPQNMLLMPHJGFAA57CC,文山區,臺北市文山區和興路２６巷５之２號四樓,2024-07-26,21000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,87.81,239,1978-07-20,46,40年以上,1,1,1,0,1,0,0,0
RPXNMLLMPHJGFAA28CC,文山區,臺北市文山區試院路１４４巷４弄２８號２樓,2024-07-22,12000,獨立套房,326,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,49.69,241,1995-03-03,29,20-30年,1,1,1,0,1,0,0,0
RPOOMLLMPHJGFAA47CC,文山區,臺北市文山區保儀路３６號１３樓之２,2024-07-27,27500,整棟(戶)出租,364,多戶住宅,住宅類,十三層,中樓層,29,住宅大樓(11層含以上有電梯),0,1,一般代管,1,1,1,1,鋼骨鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,83.16,331,2022-12-20,1,新屋,1,1,0,0,0,1,0,0
RPQOMLLMPHJGFAA67CC,文山區,臺北市文山區辛亥路四段７７巷９２弄９號七樓之５,2024-07-06,24419,獨立套房,364,住家用,住宅類,七層,低樓層,14,住宅大樓(11層含以上有電梯),3,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,54.39,449,2003-09-22,20,10-20年,1,1,1,1,1,1,0,0
RPROMLLMPHJGFAA77CC,文山區,臺北市文山區木新路二段４３巷２１號,2024-07-29,20000,獨立套房,364,住家用,住宅類,一層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,39.089999999999996,512,1994-07-28,30,20-30年,1,1,1,0,1,1,0,0
RPSOMLLMPHJGFAA87CC,中正區,臺北市中正區南昌路二段２０３號７樓之４,2024-07-30,23000,獨立套房,364,住家用,住宅類,七層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,0,1,鋼骨鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,34.97,658,2005-06-01,19,10-20年,1,1,1,0,1,0,0,0
RPQNMLLMPHJGFBA67CC,大同區,臺北市大同區重慶北路二段１８４號八樓,2024-07-11,91023,NA,1825,住家用,住宅類,八層,低樓層,9,辦公商業大樓,0,2,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,2,1,216.24,421,1988-07-26,35,30-40年,0,0,0,0,0,0,0,0
RPSNMLLMPHJGFBA87CC,萬華區,臺北市萬華區環河南路１段７１號７樓之１５,2024-07-30,8500,獨立套房,364,住家用,住宅類,七層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,25.02,340,1977-08-29,46,40年以上,1,1,1,1,1,0,0,0
RPTNMLLMPHJGFBA97CC,大同區,臺北市大同區太原路１１５巷２９號５樓,2024-07-02,19000,整棟(戶)出租,729,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,59.64,319,1993-05-17,31,30-40年,1,0,0,0,1,1,0,0
RPUNMLLMPHJGFBA08CC,大同區,臺北市大同區民權西路９１號１１樓之５,2024-07-22,13500,獨立套房,729,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,26.72,505,1980-06-09,44,40年以上,1,1,0,0,1,0,0,0
RPSQMLLMPHJGFBA18CC,大同區,臺北市大同區延平北路四段８６號４樓,2024-07-23,15000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,48.29,311,1975-08-14,48,40年以上,1,1,1,0,1,0,0,0
RPUQMLLMPHJGFBA38CC,萬華區,臺北市萬華區萬大路１８７巷３弄３４號三樓,2024-07-27,13500,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,36.77,367,1975-05-08,49,40年以上,1,1,0,0,0,1,0,0
RPVQMLLMPHJGFBA48CC,大同區,臺北市大同區昌吉街６１巷３５弄９號三樓之１,2024-07-28,12000,獨立套房,361,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,36.67,327,1975-07-23,49,40年以上,1,1,0,0,0,1,0,0
RPWQMLLMPHJGFBA58CC,大同區,臺北市大同區重慶北路三段９巷１６號,2024-07-29,22000,整棟(戶)出租,364,住家用,住宅類,一層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,78.99,279,1983-10-14,40,30-40年,0,1,0,0,0,1,0,0
RPPNMLLMPHJGFCA67CC,內湖區,臺北市內湖區安泰街８３巷７號３樓,2024-07-31,17500,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,85.53999999999999,205,1995-03-30,29,20-30年,1,1,0,0,0,1,0,0
RPQNMLLMPHJGFCA77CC,中山區,臺北市中山區中山北路二段４５巷７號７樓之３,2024-07-26,19000,獨立套房,364,住家用,住宅類,七層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,39.81,477,1979-06-23,45,40年以上,1,1,1,1,1,0,1,0
RPUNMLLMPHJGFCA18CC,中山區,臺北市中山區民權東路二段９號六樓之１,2024-07-23,14000,獨立套房,364,住家用,住宅類,六層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,41.2,340,1979-10-22,44,40年以上,1,1,1,1,1,0,0,0
RPVNMLLMPHJGFCA28CC,內湖區,臺北市內湖區潭美街１２１號４樓,2024-07-22,32000,整棟(戶)出租,360,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,79.51,402,1982-02-24,42,40年以上,1,1,0,0,0,1,0,0
RPWNMLLMPHJGFCA38CC,中山區,臺北市中山區天祥路１６巷１５號７樓之１１,2024-07-22,15000,獨立套房,363,住家用,住宅類,七層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,45.940000000000005,327,1971-01-08,53,40年以上,1,1,0,0,0,0,0,0
RPOOMLLMPHJGFCA67CC,中山區,臺北市中山區錦州街４巷１號４樓之１,2024-07-22,15000,獨立套房,364,住商用,住商混合,四層,低樓層,6,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,38.73,387,1980-02-13,44,40年以上,1,1,1,1,1,1,0,0
RPQOMLLMPHJGFCA87CC,內湖區,臺北市內湖區內湖路一段７３７巷９５之３號六樓,2024-07-26,31500,整棟(戶)出租,364,住家用,住宅類,六層,低樓層,9,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,122.9,256,1999-10-26,24,20-30年,1,1,0,0,0,1,0,0
RPPNMLLMPHJGFDA77CC,信義區,臺北市信義區忠孝東路４段５６９號４樓之二,2024-07-01,185220,獨立套房,91,集合住宅,住宅類,四層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,一般轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,2,1,159.0,1165,2016-06-13,8,5-10年,1,1,1,1,1,1,1,1
RPQNMLLMPHJGFDA87CC,信義區,臺北市信義區信義路五段１５０巷４００弄１６號五樓,2024-07-18,28000,整棟(戶)出租,729,住家用,住宅類,五層,低樓層,6,公寓(5樓含以下無電梯),1,1,NA,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,126.72,221,1992-11-24,31,30-40年,1,1,0,0,0,0,0,0
RPRNMLLMPHJGFDA97CC,信義區,臺北市信義區吳興街６００巷１００弄９９號二樓,2024-07-13,22000,整棟(戶)出租,729,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),1,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,111.02,198,1987-11-16,36,30-40年,1,0,0,0,1,0,0,0
RPSNMLLMPHJGFDA08CC,南港區,臺北市南港區興南街６４巷２號五樓之１,2024-07-23,15000,獨立套房,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,27.91,537,2001-08-03,22,20-30年,1,1,1,1,1,1,0,0
RPTNMLLMPHJGFDA18CC,松山區,臺北市松山區敦化南路一段２１號３樓之３,2024-07-17,77343,NA,1887,住家用,住宅類,三層,低樓層,11,辦公商業大樓,0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,226.66000000000003,341,1972-03-27,52,40年以上,0,0,0,0,0,0,0,0
RPWNMLLMPHJGFDA48CC,信義區,臺北市信義區永吉路２７８巷４２弄１７號３樓,2024-07-18,26000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,81.19,320,1974-03-15,50,40年以上,1,1,0,0,0,0,0,0
RPXNMLLMPHJGFDA58CC,信義區,臺北市信義區信義路六段７６巷３弄３號,2024-07-26,35000,整棟(戶)出租,364,住家用,住宅類,一層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,94.31,371,1975-07-11,49,40年以上,1,1,0,0,0,1,0,0
RPQOMLLMPHJGFDA97CC,松山區,臺北市松山區撫遠街３７４號,2024-07-09,46000,NA,364,住家用,住宅類,一層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,59.51,773,1982-12-23,41,40年以上,0,1,0,0,0,1,0,0
RPRNMLLMPHJGFEA08CC,士林區,臺北市士林區承德路四段４０巷７３號５樓之１０,2024-07-22,8000,獨立套房,364,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,35.6,225,1970-10-08,53,40年以上,1,1,0,0,0,1,0,0
RPSNMLLMPHJGFEA18CC,士林區,臺北市士林區福港街１７４號四樓,2024-07-26,35000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,118.22,296,1981-07-13,43,40年以上,1,1,0,0,0,1,0,0
RPVNMLLMPHJGFEA48CC,士林區,臺北市士林區士東路９１巷５１號,2024-07-31,65000,分層出租,729,住家用,住宅類,全,透天厝,7,透天厝,0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,146.57,443,1984-11-06,39,30-40年,1,1,1,1,1,0,0,0
RPRNMLLMPHJGFFA18CC,大安區,臺北市大安區信義路四段６０之６號５樓,2024-07-22,12500,整棟(戶)出租,1094,住家用,住宅類,五層,低樓層,6,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,1,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,38.04,329,1971-03-01,53,40年以上,0,1,0,0,0,1,0,0
RPPNMLLJQHJGFAA27CC,文山區,臺北市文山區興隆路二段９６巷２弄１號２樓,2024-07-23,27000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,99.54,271,1979-05-18,45,40年以上,1,1,0,0,0,1,0,0
RPQNMLLJQHJGFAA37CC,中正區,臺北市中正區汀州路二段２０４號三樓,2024-07-21,32000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,2,1,126.52,253,1976-10-13,47,40年以上,1,1,1,1,1,0,0,0
RPSNMLLJQHJGFAA57CC,文山區,臺北市文山區羅斯福路五段１５０巷１２號７樓,2024-07-18,52000,整棟(戶)出租,1094,集合住宅,住宅類,七層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,181.95,286,2015-10-02,8,5-10年,0,0,0,0,0,0,0,0
RPWNMLLJQHJGFBA08CC,大同區,臺北市大同區迪化街二段１７２巷１１號四樓,2024-07-22,22000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,58.31,377,1973-01-06,51,40年以上,1,1,1,1,1,0,0,0
RPXNMLLJQHJGFBA18CC,萬華區,臺北市萬華區萬大路１８７巷３弄４０號５樓,2024-07-29,18000,獨立套房,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,45.88,392,1975-05-08,49,40年以上,0,0,0,0,0,0,0,0
RPQOMLLJQHJGFBA57CC,萬華區,臺北市萬華區和平西路三段５２巷２２號４樓,2024-07-27,18000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,加強磚造,加強磚造類,2,1,1,1,58.71,307,1969-06-09,55,40年以上,1,0,0,0,0,0,0,0
RPUOMLLJQHJGFBA97CC,大同區,臺北市大同區太原路８０號十樓之３,2024-07-02,42000,整棟(戶)出租,364,住家用,住宅類,十層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,96.47,435,2008-12-11,15,10-20年,1,1,1,1,1,1,1,1
RPWNMLLJQHJGFCA18CC,中山區,臺北市中山區新生北路二段６８巷１５號１１樓之１,2024-07-29,23000,獨立套房,364,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,34.56,666,2008-08-13,15,10-20年,1,1,1,1,1,1,0,0
RPXNMLLJQHJGFCA28CC,中山區,臺北市中山區林森北路１０７巷６２號七樓之１,2024-07-24,15000,獨立套房,364,住家用,住宅類,七層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,38.08,394,1986-11-27,37,30-40年,1,1,1,1,1,0,0,0
RPPOMLLJQHJGFCA57CC,中山區,臺北市中山區天祥路１６巷１５號四樓之３,2024-07-24,25000,獨立套房,364,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,38.59,648,1971-01-08,53,40年以上,1,1,1,0,1,0,0,0
RPQOMLLJQHJGFCA67CC,中山區,臺北市中山區南京東路二段１０８號十七樓,2024-07-04,85000,整棟(戶)出租,729,住家用,住宅類,十七層,中樓層,18,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼骨造,鋼骨類,2,1,1,1,100.66999999999999,844,2010-09-17,13,10-20年,1,1,1,1,1,1,1,1
RPSOMLLJQHJGFCA87CC,中山區,臺北市中山區龍江路４１２巷５３號五樓,2024-07-22,31000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,103.62,299,1982-10-29,41,40年以上,1,1,1,1,1,1,0,0
RPTOMLLJQHJGFCA97CC,中山區,臺北市中山區吉林路３８７號二樓,2024-07-23,35000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,85.87,408,1974-07-23,50,40年以上,1,1,1,0,0,1,0,0
RPXOMLLJQHJGFCA38CC,中山區,臺北市中山區錦州街２４１巷１弄２０號,2024-07-30,19000,NA,1125,住家用,住宅類,一層,低樓層,4,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,49.0,388,1965-03-27,59,40年以上,0,0,0,0,0,0,0,0
RPPPMLLJQHJGFCA67CC,中山區,臺北市中山區林森北路８５巷６３號３樓之５,2024-07-21,28000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,33.09,846,2008-01-31,16,10-20年,0,1,0,1,0,1,0,0
RPQPMLLJQHJGFCA77CC,中山區,臺北市中山區林森北路１５９巷４６號２樓,2024-07-19,40000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,81.27,492,1970-05-12,54,40年以上,0,0,0,0,0,0,0,0
RPSPMLLJQHJGFCA97CC,中山區,臺北市中山區錦州街２０號８樓之４,2024-07-23,17500,整棟(戶)出租,364,住家用,住宅類,八層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,53.42,328,1981-06-19,43,40年以上,1,1,0,0,0,1,0,0
RPTPMLLJQHJGFCA08CC,中山區,臺北市中山區林森北路９６號７樓之７,2024-07-25,15000,獨立套房,364,住家用,住宅類,七層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,46.5,323,1982-02-24,42,40年以上,1,1,1,1,1,0,0,0
RPVPMLLJQHJGFCA28CC,中山區,臺北市中山區中山北路二段２７巷１７號６樓之７,2024-07-31,18000,獨立套房,361,住家用,住宅類,六層,低樓層,8,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,34.28,525,1977-09-29,46,40年以上,1,1,1,1,1,0,0,0
RPWPMLLJQHJGFCA38CC,中山區,臺北市中山區中山北路二段１３７巷３４號９樓之１,2024-07-30,19900,獨立套房,364,住家用,住宅類,九層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,23.18,858,1978-01-30,46,40年以上,1,1,1,1,1,1,0,0
RPXPMLLJQHJGFCA48CC,中山區,臺北市中山區中山北路二段１２６號２樓,2024-07-05,90000,整棟(戶)出租,183,住家用,住宅類,二層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,148.38,607,2020-07-21,3,新屋,1,1,1,1,1,1,0,0
RPPQMLLJQHJGFCA77CC,中山區,臺北市中山區新生北路二段５１號四樓,2024-07-02,60000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,19,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼骨鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,144.36,416,2009-09-16,14,10-20年,1,1,1,1,1,1,0,0
RPROMLLJQHJGFDA87CC,信義區,臺北市信義區基隆路二段１５號十一樓,2024-07-17,65000,NA,517,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,0,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,150.77,431,1985-11-09,38,30-40年,1,0,0,0,0,0,0,0
RPSOMLLJQHJGFDA97CC,信義區,臺北市信義區永吉路１６７號１０樓,2024-07-23,90000,整棟(戶)出租,729,住家用,住宅類,十層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,2,1,115.79,777,1997-03-14,27,20-30年,0,0,0,0,0,0,0,0
RPPNMLLJQHJGFEA67CC,士林區,臺北市士林區天母東路５０巷８號四樓,2024-07-30,27000,整棟(戶)出租,364,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,1,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,108.18,250,1983-12-09,40,30-40年,1,1,0,0,0,1,0,0
RPQNMLLJQHJGFEA77CC,士林區,臺北市士林區中正路２３６巷１８號,2024-07-23,27000,整棟(戶)出租,364,住家用,住宅類,全,透天厝,2,透天厝,0,1,社會住宅代管,0,0,1,0,加強磚造,加強磚造類,3,1,1,1,61.19,441,1966-04-04,58,40年以上,1,1,1,0,1,0,0,0
RPRNMLLJQHJGFEA87CC,士林區,臺北市士林區社中街４２６巷１６號四樓,2024-07-30,15000,整棟(戶)出租,363,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,73.46,204,1977-04-26,47,40年以上,0,1,0,0,0,1,0,0
RPSNMLLJQHJGFEA97CC,北投區,臺北市北投區永興路一段３２巷１５弄５號２樓,2024-07-27,25000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,106.41000000000001,235,1978-07-17,46,40年以上,1,1,0,0,0,1,0,0
RPUNMLLJQHJGFEA18CC,北投區,臺北市北投區豐年路二段１３１號三樓,2024-07-22,25000,整棟(戶)出租,364,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,120.0,208,1985-01-31,39,30-40年,1,1,1,0,0,1,0,0
RPVNMLLJQHJGFEA28CC,北投區,臺北市北投區中央北路二段９５巷１弄１９號５樓,2024-07-17,25000,整棟(戶)出租,729,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,97.06,258,1977-06-06,47,40年以上,1,0,0,0,0,0,0,0
RPOOMLLJQHJGFEA67CC,北投區,臺北市北投區西安街二段３７５號２樓,2024-07-25,28000,整棟(戶)出租,364,住家用,住宅類,二層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,118.33,237,1993-05-11,31,30-40年,1,1,0,0,0,1,0,0
RPQOMLLJQHJGFEA87CC,士林區,臺北市士林區通河街３２３巷５５之５號５樓,2024-07-29,15000,整棟(戶)出租,364,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,35.97,417,1970-12-10,53,40年以上,1,1,1,0,1,0,0,0
