"鄉鎮市區","總額元","租賃年月日","出租型態","總樓層數","建物型態","租賃住宅服務","租賃天數","有無電梯","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物總面積平方公尺","屋齡","附屬設備-冷氣","附屬設備-熱水器","附屬設備-洗衣機","附屬設備-電視機","附屬設備-瓦斯或天然氣","附屬設備-有線電視","附屬設備-網路","捷運站距離(公尺)","附近建物單位成交均價","捷運線","Predicted","AbsError","MAPE"
"大同區",55000,19967,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",364,1,2,1,1,94.38,6,1,1,1,1,1,1,1,352.330372593227,486.777777777778,"淡水信義線",59033.1702168271,4033.17021682709,0.0733303675786743
"萬華區",16500,19976,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","一般轉租",364,0,1,1,1,31.18,49,0,0,1,0,0,0,0,765.767327710557,336.933333333333,"板南線",13842.6160261205,2657.38397387947,0.161053574174514
"中山區",14000,19990,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,38.66,44,1,1,1,1,0,0,0,520.793378950363,493.6,"中和新蘆線",14431.6208454855,431.620845485526,0.0308300603918233
"內湖區",15700,19992,"獨立套房",12,"住宅大樓(11層含以上有電梯)","未知",364,1,0,0,0,40.49,32,1,1,1,0,0,0,0,711.090399202659,374,"文湖線",18695.0840757651,2995.08407576514,0.190769686354468
"中山區",23000,19992,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,155.89,42,0,1,0,0,1,0,0,710.882446931229,509.733333333333,"文湖線",24092.9352575283,1092.93525752829,0.0475189242403606
"中山區",38000,19970,"未知",12,"辦公商業大樓","未知",364,1,2,1,0,94.09,41,0,0,0,0,0,0,0,426.716514103658,560.266666666667,"松山新店線",44080.2507303213,6080.2507303213,0.16000659816635
"信義區",128000,19983,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","一般轉租",35,1,2,2,2,130.79,14,1,1,1,1,1,1,1,153.33800716085,958.233333333333,"文湖線",133522.238307567,5522.23830756656,0.0431424867778637
"中正區",40000,19981,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",729,0,3,2,2,123.07,49,1,1,0,0,1,0,0,473.237309272724,583.1,"中和新蘆線",39484.5683700908,515.431629909195,0.0128857907477299
"中山區",47000,19989,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","一般包租",1002,1,3,2,2,110.07,43,1,1,1,0,1,0,0,302.197874592114,401.285714285714,"文湖線",41785.6090820964,5214.39091790361,0.11094448761497
"中山區",35000,19975,"整棟(戶)出租",18,"住宅大樓(11層含以上有電梯)","未知",121,1,1,1,1,49.94,13,0,0,0,0,0,0,0,22.0620104166635,591.466666666667,"松山新店線",41707.466842356,6707.46684235603,0.191641909781601
"中山區",60000,19982,"未知",12,"辦公商業大樓","未知",365,1,0,1,1,118.23,43,0,0,0,0,0,0,0,93.5690352709021,389.7,"中和新蘆線",51443.5685299821,8556.43147001795,0.142607191166966
"信義區",49400,19976,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",729,1,2,1,2,106.87,8,0,0,0,0,0,0,0,484.620474524069,470.25,"板南線",63249.729981431,13849.729981431,0.2803589065067
"信義區",48340,19976,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",729,1,2,1,2,106.61,8,0,0,0,0,0,0,0,484.620474524069,470.25,"板南線",63249.729981431,14909.729981431,0.308434629322114
"松山區",16500,19971,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,40.3,53,1,1,1,1,1,0,0,1353.32127385852,332.352941176471,"文湖線",18229.6015325307,1729.6015325307,0.104824335304891
"信義區",35000,19970,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,2,98.71,52,1,1,0,1,1,0,0,321.49539250525,477.833333333333,"板南線",27253.5282024392,7746.4717975608,0.221327765644594
"松山區",38500,19988,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",729,0,3,2,1,119.55,54,1,0,0,0,1,0,0,781.898682060635,564.4,"松山新店線",42153.9925940893,3653.99259408926,0.0949088985477729
"北投區",15000,19967,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,106.91,40,0,1,0,0,0,0,0,293.004926305768,361.6,"新北投支線",19243.0965678146,4243.09656781464,0.282873104520976
"文山區",19900,19994,"整棟(戶)出租",8,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,2,1,1,72.29,27,1,1,1,1,0,0,0,802.068620503689,320.44,"文湖線",20301.3074474103,401.307447410261,0.0201662033874503
"中山區",37310,19992,"獨立套房",17,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,78.9,28,1,1,1,0,1,0,0,605.520686662881,455.566666666667,"松山新店線",29702.9314400429,7607.06855995708,0.203888195120801
"士林區",22800,19968,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,2,1,1,83.79,46,1,1,1,1,1,0,0,4619.69900743591,214.2,"淡水信義線",20680.8883235959,2119.1116764041,0.092943494579127
"中山區",28000,19993,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,1,1,86.32,56,1,1,1,0,1,0,0,434.626972204837,536.233333333333,"淡水信義線",25963.0109861433,2036.98901385669,0.072749607637739
"士林區",14000,19993,"獨立套房",11,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,26.94,28,1,1,1,1,0,0,0,453.750506176766,384.533333333333,"淡水信義線",12997.7223977444,1002.27760225564,0.0715912573039744
"大安區",1e+05,19996,"未知",12,"辦公商業大樓","未知",1825,1,0,0,2,188.69,43,0,0,0,0,0,0,0,394.789191316612,628.428571428571,"文湖線",91246.0630238471,8753.93697615292,0.0875393697615292
"中正區",25000,19978,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,1,0,1,41.77,44,1,1,1,1,1,0,0,794.609045236314,747.066666666667,"淡水信義線",20566.758094225,4433.24190577499,0.177329676230999
"中山區",18500,19997,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,31.34,47,1,1,1,1,0,0,0,404.374662351297,532.8,"中和新蘆線",15193.6920149178,3306.30798508222,0.178719350544985
"中山區",18000,19997,"獨立套房",14,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,42.48,21,1,0,0,0,0,0,0,191.913515989628,455.866666666667,"中和新蘆線",18405.7927569662,405.792756966162,0.0225440420536757
"信義區",34000,19984,"未知",4,"公寓(5樓含以下無電梯)","未知",1114,0,0,0,0,91.57,56,0,0,0,0,0,0,0,762.167222912289,443.9,"松山新店線",35574.2099458321,1574.20994583209,0.0463002925244732
"信義區",32000,19980,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,64.12,51,1,1,1,0,0,0,0,187.354382441447,543.766666666667,"板南線",24666.8976040028,7333.10239599717,0.229159449874911
"南港區",26000,19993,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",354,0,3,2,2,107.73,45,1,1,0,0,1,0,0,1280.07335417754,219.333333333333,"文湖線",27364.5624123753,1364.56241237528,0.0524831697067416
"松山區",49000,19977,"整棟(戶)出租",11,"住宅大樓(11層含以上有電梯)","未知",1094,1,3,2,2,168.69,27,1,1,1,1,1,0,0,440.915343307963,199.8,"松山新店線",53693.9570427077,4693.95704270775,0.0957950416879132
"大同區",53500,19986,"整棟(戶)出租",19,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,65.23,5,1,1,1,1,0,1,1,120.921403668005,730.1,"淡水信義線",49986.9863903637,3513.01360963625,0.0656638057875936
"松山區",60000,19997,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","一般包租",364,1,4,2,2,244.1,20,1,1,0,1,1,1,0,467.01193786704,324.3125,"松山新店線",73578.3296900278,13578.3296900278,0.226305494833797
"文山區",35000,19979,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,105.69,44,1,1,1,1,1,0,0,78.6879883019954,451.869565217391,"文湖線",30148.3901479386,4851.60985206136,0.13861742434461
"萬華區",28000,19978,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1094,0,2,1,1,120.51,35,1,1,1,1,1,0,0,642.572002053293,356.233333333333,"松山新店線",21086.0997921394,6913.9002078606,0.246925007423593
"大同區",28000,19982,"未知",18,"住宅大樓(11層含以上有電梯)","未知",272,1,1,1,1,40.78,15,1,1,1,1,1,0,0,285.128149703002,589.033333333333,"淡水信義線",30979.5910134706,2979.59101347057,0.106413964766806
"內湖區",29000,19966,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,103.56,40,1,1,0,0,1,0,0,1173.16334124483,271.529411764706,"文湖線",27839.8208180769,1160.17918192313,0.0400061786870043
"中山區",12000,19962,"獨立套房",10,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,32.89,45,1,1,1,0,1,0,0,398.582572117938,469.533333333333,"中和新蘆線",14518.4896404289,2518.48964042892,0.20987413670241
"內湖區",25000,20000,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,78.46,40,1,1,1,0,0,0,0,720.831749959392,260.733333333333,"文湖線",24814.8104575447,185.189542455289,0.00740758169821158
"中山區",32000,19976,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,98.49,44,1,0,1,1,0,0,0,272.496752360627,457,"文湖線",28072.8721320865,3927.12786791346,0.122722745872295
"中山區",20000,19976,"獨立套房",14,"住宅大樓(11層含以上有電梯)","一般代管",364,1,1,0,1,34.03,16,1,1,1,0,0,0,0,303.704410229779,634.1,"中和新蘆線",20875.9848521503,875.984852150337,0.0437992426075169
"信義區",31200,19993,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1094,0,3,2,2,109.17,37,1,1,1,0,1,0,0,324.654779075738,312.875,"松山新店線",26686.4239184597,4513.57608154032,0.144665900049369
"信義區",32000,19968,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,90.61,50,1,1,0,0,0,0,0,665.459713498052,440.3,"板南線",28330.0771204439,3669.92287955612,0.114685089986129
"大同區",18000,19976,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,74.96,40,1,1,0,0,0,0,0,551.902357609649,527.633333333333,"中和新蘆線",20797.3518321462,2797.35183214624,0.155408435119236
"中山區",62000,20003,"整棟(戶)出租",18,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,71.8,2,1,1,1,1,0,0,0,351.439020864196,539,"淡水信義線",68557.4359604551,6557.43596045514,0.105765096136373
"中山區",14300,20001,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,33.02,40,1,1,1,1,0,0,0,620.199781217106,459.1,"淡水信義線",15017.3024274545,717.30242745446,0.0501610089128993
"中山區",27500,19996,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,1,1,2,72.48,38,1,1,0,0,0,0,0,471.480320285225,396.7,"文湖線",22882.0202348161,4617.97976518391,0.167926536915779
"松山區",31000,19996,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,2,1,1,95.89,45,1,1,0,0,1,0,0,595.368493437099,486.777777777778,"文湖線",29409.0248737658,1590.97512623415,0.0513217782656178
"南港區",19900,19985,"獨立套房",9,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,43.04,27,1,1,0,0,0,0,0,401.852837166956,481.375,"板南線",17429.4279501597,2470.5720498403,0.124149349238206
"士林區",15000,19996,"獨立套房",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,1,0,1,71.01,55,1,1,1,0,0,0,0,633.58127668196,399.071428571429,"淡水信義線",18207.7627788212,3207.76277882124,0.213850851921416
"文山區",18000,20003,"整棟(戶)出租",10,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,2,1,45,15,1,1,0,0,0,0,0,517.409488755355,306.222222222222,"文湖線",19542.5439573905,1542.5439573905,0.0856968865216944
"內湖區",33000,19999,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","未知",364,1,2,1,1,87.86,15,1,0,0,0,1,0,0,223.131932176631,338.133333333333,"文湖線",36742.3499125709,3742.34991257088,0.113404542805178
"士林區",13000,20000,"獨立套房",4,"華廈(10層含以下有電梯)","社會住宅包租轉租",395,1,1,0,1,26.48,7,1,1,0,0,0,0,0,4117.66366346931,255,"淡水信義線",13202.3549033555,202.35490335551,0.0155657617965777
"士林區",20000,20001,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,2,1,72.75,53,1,1,1,1,1,0,0,1404.80211025394,335,"淡水信義線",20378.1011045774,378.101104577399,0.01890505522887
"中正區",26000,19981,"整棟(戶)出租",8,"華廈(10層含以下有電梯)","未知",364,1,1,1,1,38.41,17,1,1,1,1,0,0,0,207.274849769802,484.966666666667,"淡水信義線",27392.5295299445,1392.52952994455,0.0535588280747904
"松山區",36000,19986,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","一般轉租",364,0,3,2,2,100.45,45,1,1,0,0,1,0,0,448.605329415189,517.423076923077,"松山新店線",36618.642247282,618.642247281961,0.0171845068689434
"萬華區",18000,20003,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,44.73,54,1,1,0,0,1,0,0,634.408139535504,496.3,"板南線",15619.7582771147,2380.24172288528,0.132235651271404
"士林區",30000,19990,"整棟(戶)出租",11,"住宅大樓(11層含以上有電梯)","一般包租",364,1,4,2,2,155.75,43,0,0,0,0,1,0,0,394.754175765579,257.571428571429,"淡水信義線",46458.1618691004,16458.1618691004,0.548605395636681
"內湖區",20970,19987,"獨立套房",7,"華廈(10層含以下有電梯)","未知",364,1,1,1,1,34.09,17,1,1,1,0,0,0,0,449.424385638457,649.5,"文湖線",23398.3842169092,2428.38421690917,0.11580277619977
"文山區",15000,19982,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1094,0,3,1,1,87,47,1,1,1,1,1,0,0,632.726762685519,372.866666666667,"松山新店線",22416.7139949995,7416.71399499947,0.494447599666632
"中正區",30000,19982,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,74.68,51,1,1,1,0,1,0,0,120.802021454539,555.666666666667,"松山新店線",31568.7409272361,1568.74092723613,0.0522913642412043
"信義區",19800,20005,"獨立套房",6,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,36.77,33,1,1,1,1,0,0,0,223.206118203672,561.333333333333,"板南線",17858.8471570406,1941.15284295938,0.0980380223716858
"南港區",26000,20008,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,90.66,43,0,1,0,0,0,0,0,714.328230435254,369.4,"板南線",24187.098572911,1812.90142708902,0.0697269779649624
"士林區",32000,19982,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,108.55,39,1,1,1,1,0,0,0,1516.58667643831,580.233333333333,"淡水信義線",25755.789389627,6244.21061037299,0.195131581574156
"大同區",18000,20005,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,33.48,16,1,1,1,1,0,0,0,126.588090585346,425.55,"中和新蘆線",19152.6911482634,1152.6911482634,0.0640383971257446
"萬華區",14500,19986,"獨立套房",11,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,21.57,42,1,1,1,0,0,0,0,158.080774798953,469.653846153846,"松山新店線",12579.5733230831,1920.42667691687,0.132443219097715
"內湖區",22000,20005,"整棟(戶)出租",10,"華廈(10層含以下有電梯)","未知",364,1,1,1,1,56.67,28,1,1,0,0,0,0,0,281.74486684379,346.1,"文湖線",24391.5680663595,2391.5680663595,0.108707639379977
"信義區",45000,19991,"整棟(戶)出租",19,"住宅大樓(11層含以上有電梯)","未知",364,1,2,1,1,91.41,17,0,0,0,0,0,0,0,476.370468778673,636.2,"淡水信義線",52885.1096799354,7885.10967993536,0.175224659554119
"士林區",70000,19983,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","未知",729,1,2,2,2,91.09,6,1,1,1,1,1,0,0,1127.94641827469,461.8,"淡水信義線",53931.510653343,16068.489346657,0.229549847809386
"文山區",25000,19992,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,104.55,39,1,1,1,1,1,0,0,1393.93079927836,257.263157894737,"松山新店線",26869.5752764466,1869.57527644662,0.0747830110578649
"文山區",24000,20007,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,60.28,55,1,1,1,0,1,0,0,937.822447710074,329.047619047619,"文湖線",18792.0306237263,5207.96937627368,0.216998724011403
"文山區",25000,20011,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,2,109.76,35,1,1,0,0,0,0,0,1559.38053806417,248.727272727273,"文湖線",24741.1448737882,258.855126211776,0.010354205048471
"萬華區",60000,19989,"整棟(戶)出租",24,"住宅大樓(11層含以上有電梯)","未知",364,1,2,2,1,89.31,4,1,1,1,1,1,0,0,451.92208381586,388.933333333333,"板南線",47318.5553677592,12681.4446322408,0.211357410537347
"大同區",28000,20004,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","未知",1094,0,3,2,1,80.4,38,1,1,0,0,1,0,0,254.463144440919,453.666666666667,"中和新蘆線",29896.9803303267,1896.98033032674,0.0677492975116694
"中山區",25000,20011,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","社會住宅代管",364,1,2,1,1,46.5,42,1,1,1,1,1,0,0,519.706190523033,511.866666666667,"淡水信義線",20831.2618585847,4168.73814141531,0.166749525656612
"信義區",27000,20007,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,4,1,2,115.44,44,0,1,0,0,1,0,0,1019.84543698422,303.631578947368,"文湖線",23141.654985032,3858.34501496801,0.142901667221037
"南港區",21000,20010,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,1,87.78,51,1,1,1,1,1,0,0,1765.24968133354,314.2,"板南線",21322.3334620824,322.33346208237,0.0153492124801128
"北投區",18000,19992,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,49.65,54,1,1,0,0,1,0,0,482.16318721284,321.633333333333,"淡水信義線",18187.8024651733,187.802465173285,0.0104334702874047
"北投區",17500,20005,"獨立套房",8,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,46,46,1,1,1,0,0,0,0,127.228042388642,397.633333333333,"新北投支線",15016.1932458221,2483.80675417795,0.141931814524454
"北投區",21000,20007,"整棟(戶)出租",3,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,58.53,52,0,1,0,0,1,0,0,236.050423141506,375.888888888889,"淡水信義線",20536.4195865557,463.580413444313,0.0220752577830625
"萬華區",15500,19990,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,74.91,50,1,1,0,0,1,0,0,1666.86200345548,218.4,"中和新蘆線",18516.5282645124,3016.52826451242,0.194614726742737
"大同區",24000,19996,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,77.76,49,1,1,0,0,0,0,0,705.027941309447,482.533333333333,"淡水信義線",24036.158577911,36.1585779109773,0.00150660741295739
"萬華區",12000,20012,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,18.46,47,1,1,1,1,0,0,0,649.777506268822,380,"松山新店線",9915.51829372789,2084.48170627211,0.173706808856009
"內湖區",28800,19985,"整棟(戶)出租",3,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,51.68,29,1,1,1,0,0,0,0,92.9316842954205,330.454545454545,"文湖線",21535.809548288,7264.19045171198,0.252228835128888
"中山區",35000,19995,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,4,2,3,84.48,15,1,1,1,1,1,0,0,166.318519682687,508.666666666667,"淡水信義線",34881.7217514943,118.278248505667,0.00337937852873334
"中山區",18000,20003,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1094,0,2,2,1,81.66,54,1,1,1,1,1,0,0,269.561942207437,450.5,"文湖線",24320.821314349,6320.82131434898,0.351156739686054
"內湖區",25000,20012,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,2,96.49,44,1,1,1,0,1,0,0,634.309896642746,356.3,"文湖線",26298.8402219873,1298.84022198735,0.0519536088794938
"南港區",13500,19993,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,76.69,42,1,1,0,0,1,0,0,1972.39476871766,249.272727272727,"板南線",17626.4788407556,4126.47884075565,0.305665099315233
"信義區",31200,19986,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",1094,1,2,1,1,68.39,42,1,1,0,0,0,0,0,250.614242149231,534.566666666667,"淡水信義線",23196.2729671253,8003.7270328747,0.256529712592138
"士林區",26000,19991,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,3,2,1,125.6,43,1,1,1,1,1,0,0,551.029813249539,283,"淡水信義線",29229.977738369,3229.977738369,0.124229913014192
"大安區",35000,20008,"整棟(戶)出租",11,"住宅大樓(11層含以上有電梯)","社會住宅代管",350,1,4,2,1,134.55,45,1,1,0,1,1,0,0,347.829556464324,497.533333333333,"松山新店線",34152.3016628433,847.698337156697,0.0242199524901913
"大安區",32500,19997,"未知",14,"辦公商業大樓","未知",1094,1,1,1,1,57,45,0,0,0,0,0,0,0,33.0431771530998,734.033333333333,"板南線",48376.4413870367,15876.4413870367,0.488505888831898
"大同區",43000,20004,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","未知",729,1,1,1,1,50.36,0,1,1,1,1,0,0,0,365.037065854015,420.966666666667,"中和新蘆線",34597.9562194961,8402.0437805039,0.195396366988463
"萬華區",19000,20011,"獨立套房",13,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,29.56,16,1,1,1,1,0,0,0,222.497938918873,567,"松山新店線",16468.2791097867,2531.72089021328,0.133248467905962
"信義區",13000,20011,"獨立套房",6,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,1,1,40.85,50,1,1,1,1,1,0,0,434.36787762918,649.4,"淡水信義線",15624.619684685,2624.61968468505,0.20189382189885
"大安區",21500,20006,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,100.82,46,0,1,0,0,0,0,0,210.127600255902,437.433333333333,"文湖線",26745.8681381762,5245.86813817616,0.243993866891914
"大安區",33000,20011,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,3,2,2,101.6,40,1,1,1,0,1,0,0,98.9753371922498,354.318181818182,"文湖線",34238.3045366583,1238.30453665832,0.0375243798987371
"大安區",47000,19986,"未知",12,"住宅大樓(11層含以上有電梯)","未知",736,1,2,2,2,86.02,46,1,0,0,0,0,0,0,461.585469220293,459.235294117647,"淡水信義線",48970.3018381845,1970.30183818454,0.041921315706054
"北投區",35000,19989,"整棟(戶)出租",3,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,4,2,2,116.4,52,1,1,1,1,1,0,0,370.166222150133,361.653846153846,"淡水信義線",30701.366727218,4298.63327278197,0.122818093508056
"萬華區",21500,20013,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","社會住宅代管",364,1,2,1,1,89.83,37,1,1,1,1,1,0,0,1138.00203243733,291.066666666667,"板南線",21190.5811868519,309.418813148102,0.0143915727045629
"萬華區",25000,20012,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,3,1,1,65.05,43,1,1,0,0,1,0,0,609.747923548531,293.733333333333,"板南線",20030.0764133283,4969.92358667173,0.198796943466869
"萬華區",25000,19993,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",729,0,3,2,1,95.23,52,1,1,0,0,0,0,0,969.361502563467,350.633333333333,"板南線",23380.6589525997,1619.34104740027,0.0647736418960107
"中山區",9000,20013,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",215,1,1,0,1,19.93,44,1,1,1,1,0,0,0,625.604162338684,447.233333333333,"中和新蘆線",11065.7256944462,2065.7256944462,0.229525077160688
"內湖區",30000,20015,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","未知",1825,0,3,2,2,89.72,40,1,1,0,0,1,0,0,603.531114287079,388.210526315789,"文湖線",32126.476799562,2126.47679956204,0.0708825599854012
"內湖區",25000,20004,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,2,98.45,39,1,1,1,0,0,0,0,1003.70387165339,371.72,"文湖線",24873.894291572,126.105708428022,0.00504422833712088
"內湖區",26500,19993,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,2,97.82,40,1,1,1,1,1,0,0,396.736234389562,492.466666666667,"文湖線",28462.5618408088,1962.56184080878,0.0740589373890105
"內湖區",29900,20001,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","一般代管",364,0,3,2,2,88.36,40,1,1,1,0,1,0,0,347.642722860802,280.24,"文湖線",26995.220507864,2904.77949213595,0.0971498157905
"信義區",15000,20016,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,75.62,47,1,1,1,1,1,0,0,347.361248508454,434.533333333333,"板南線",22930.9003843747,7930.90038437468,0.528726692291645
"松山區",31000,20013,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,2,103.46,49,1,1,0,0,1,0,0,399.844747465709,371.888888888889,"松山新店線",28199.4128882968,2800.58711170316,0.0903415197323601
"士林區",30000,19993,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","未知",364,0,3,2,2,108.37,38,0,0,0,0,0,0,0,1726.11837203954,297.266666666667,"淡水信義線",28364.3170002642,1635.68299973579,0.0545227666578598
"文山區",25000,20008,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,2,2,1,70.1,30,1,1,0,0,0,0,0,602.183994488206,362.5,"松山新店線",25786.592378077,786.592378076977,0.0314636951230791
"中山區",94921,20004,"整棟(戶)出租",5,"華廈(10層含以下有電梯)","未知",729,1,3,2,2,153.24,5,0,0,0,0,0,0,0,602.66712097037,467.333333333333,"松山新店線",67290.6444287779,27630.3555712221,0.291087910696496
"中山區",17000,20012,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,39.85,41,1,1,1,0,0,0,0,488.731878542009,485.133333333333,"淡水信義線",15394.1650323585,1605.83496764147,0.0944608804494984
"中山區",12000,20013,"獨立套房",10,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,31.75,45,1,1,1,1,0,0,0,398.582572117938,469.533333333333,"中和新蘆線",14878.296744447,2878.29674444699,0.23985806203725
